tau_sat,b,tau_0,gamma_0,n,cd,beta,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20
1000.0,0.1,350.0,3.333e-05,3.0,400.0,15.0,0.205,-1.1457e-14,1131.7,1304.5,1340.9,1358.6,1373.2,1387.2,1401.0,1414.7,1428.4,1442.1,1455.7,1469.4,1483.0,1496.6,1510.1,1523.5,1536.2,1545.1,1534.7
1000.0,0.1,350.0,3.333e-05,3.0,600.0,15.0,0.295,-1.322e-14,1245.4,1338.0,1363.4,1383.8,1403.7,1423.4,1443.1,1462.7,1482.4,1501.9,1521.4,1540.9,1560.3,1579.7,1599.0,1618.2,1636.5,1650.5,1644.0
1000.0,0.1,350.0,3.333e-05,3.0,800.0,15.0,0.385,4.0876e-14,1296.1,1355.0,1382.1,1408.0,1433.8,1459.4,1485.0,1510.5,1536.0,1561.3,1586.6,1611.8,1636.9,1662.0,1686.8,1711.5,1735.0,1752.2,1741.6
1000.0,0.1,350.0,3.333e-05,3.0,1000.0,15.0,0.475,-3.1509e-14,1320.8,1368.1,1400.3,1432.0,1463.7,1495.3,1526.7,1558.0,1589.3,1620.3,1651.3,1682.0,1712.7,1743.2,1773.6,1803.4,1831.5,1850.3,1832.1
1000.0,0.1,350.0,3.333e-05,4.0,200.0,15.0,0.105,-1.322e-14,838.81,1132.3,1224.3,1257.2,1272.5,1282.2,1290.0,1297.1,1304.0,1310.7,1317.3,1324.0,1330.6,1337.1,1343.7,1350.2,1356.7,1362.7,1366.2
1000.0,0.1,350.0,3.333e-05,4.0,400.0,15.0,0.21,-6.1692e-15,1132.3,1257.2,1282.2,1297.1,1310.7,1324.0,1337.1,1350.3,1363.5,1376.6,1389.8,1402.9,1416.0,1429.1,1442.2,1455.2,1467.4,1476.0,1466.2
1000.0,0.1,350.0,3.333e-05,4.0,600.0,15.0,0.305,-1.4982e-14,1219.2,1280.5,1302.0,1321.5,1340.6,1359.7,1378.8,1397.8,1417.0,1436.0,1455.1,1474.1,1493.1,1512.1,1531.0,1549.8,1567.7,1581.4,1575.2
1000.0,0.1,350.0,3.333e-05,4.0,800.0,15.0,0.4,8.5158e-16,1253.8,1294.5,1320.2,1345.3,1370.3,1395.4,1420.4,1445.3,1470.4,1495.3,1520.2,1545.1,1569.9,1594.7,1619.3,1643.7,1666.8,1684.3,1677.2
1000.0,0.1,350.0,3.333e-05,4.0,1000.0,15.0,0.495,-2.3796e-14,1264.3,1307.0,1338.1,1369.1,1400.0,1431.0,1461.9,1492.8,1523.6,1554.4,1585.1,1615.7,1646.2,1676.5,1706.6,1736.5,1764.5,1784.6,1773.6
1000.0,0.1,350.0,3.333e-05,5.0,200.0,15.0,0.11,-1.5864e-14,875.63,1134.4,1203.3,1226.4,1237.9,1246.3,1253.7,1260.7,1267.4,1274.2,1280.8,1287.4,1294.1,1300.7,1307.3,1313.9,1320.3,1325.5,1324.4
1000.0,0.1,350.0,3.333e-05,5.0,400.0,15.0,0.215,-2.1152e-14,1128.6,1225.0,1245.3,1259.4,1272.6,1285.6,1298.6,1311.6,1324.6,1337.6,1350.6,1363.6,1376.6,1389.8,1402.8,1415.7,1427.9,1436.6,1428.5
1000.0,0.1,350.0,3.333e-05,5.0,600.0,15.0,0.315,-1.1457e-14,1198.6,1244.2,1264.7,1283.8,1302.8,1321.9,1340.9,1360.0,1379.1,1398.2,1417.4,1436.6,1455.7,1474.8,1494.0,1512.8,1530.8,1544.3,1538.2
1000.0,0.1,350.0,3.333e-05,5.0,800.0,15.0,0.415,-3.9599e-14,1219.4,1257.7,1282.9,1308.0,1333.0,1358.2,1383.4,1408.6,1433.8,1459.0,1484.3,1509.4,1534.6,1559.7,1584.7,1609.3,1632.8,1650.1,1642.3
1000.0,0.1,350.0,3.333e-05,5.0,1000.0,15.0,0.52,-1.322e-14,1231.6,1270.7,1301.9,1333.3,1364.8,1396.4,1428.0,1459.7,1491.3,1522.8,1554.2,1585.6,1616.9,1648.0,1679.0,1709.4,1737.4,1753.9,1732.6
1000.0,0.1,450.0,3.333e-05,1.0,200.0,15.0,0.085,-2.5558e-14,626.32,1066.4,1382.1,1613.8,1786.0,1915.9,2014.9,2091.2,2150.7,2197.7,2235.2,2265.6,2290.7,2311.7,2329.6,2345.2,2359.0,2370.8,2377.3
1000.0,0.1,450.0,3.333e-05,1.0,400.0,15.0,0.15,-2.2033e-14,976.23,1513.4,1828.0,2019.9,2141.2,2220.7,2275.0,2313.9,2343.5,2367.4,2387.7,2405.7,2422.4,2438.1,2453.4,2468.2,2482.4,2495.1,2498.4
1000.0,0.1,450.0,3.333e-05,1.0,600.0,15.0,0.215,-2.2033e-14,1245.9,1794.7,2062.1,2202.5,2282.4,2332.6,2368.1,2396.3,2420.7,2443.3,2464.8,2485.8,2506.4,2526.9,2547.1,2567.1,2586.5,2602.1,2596.6
1000.0,0.1,450.0,3.333e-05,1.0,800.0,15.0,0.275,-3.0846e-14,1443.1,1965.7,2185.0,2289.4,2347.8,2387.7,2419.6,2448.4,2475.6,2502.1,2528.3,2554.2,2579.8,2605.4,2630.9,2656.0,2680.3,2700.0,2694.6
1000.0,0.1,450.0,3.333e-05,1.0,1000.0,15.0,0.335,-1.0576e-14,1602.5,2083.3,2260.7,2341.7,2390.7,2428.8,2462.9,2495.4,2527.2,2558.9,2590.2,2621.2,2652.1,2682.8,2713.1,2743.1,2772.0,2794.5,2780.6
1000.0,0.1,450.0,3.333e-05,2.0,200.0,15.0,0.085,-2.7321e-14,730.75,1188.1,1460.6,1621.7,1718.9,1778.8,1817.0,1842.6,1860.6,1874.1,1885.0,1894.2,1902.4,1910.0,1917.2,1924.1,1930.9,1936.9,1940.6
1000.0,0.1,450.0,3.333e-05,2.0,400.0,15.0,0.16,-5.2879e-15,1145.5,1590.8,1760.7,1831.7,1866.6,1887.8,1903.8,1917.6,1930.5,1943.1,1955.5,1967.8,1980.0,1992.3,2004.4,2016.5,2028.3,2038.4,2039.7
1000.0,0.1,450.0,3.333e-05,2.0,600.0,15.0,0.235,-2.2033e-14,1408.9,1754.0,1848.5,1885.6,1908.7,1928.1,1946.6,1964.8,1982.7,2000.6,2018.5,2036.3,2054.0,2071.7,2089.3,2106.8,2123.4,2135.8,2125.5
1000.0,0.1,450.0,3.333e-05,2.0,800.0,15.0,0.305,-2.9084e-14,1565.1,1822.1,1882.6,1912.5,1937.3,1960.9,1984.3,2007.4,2030.6,2053.7,2076.7,2099.5,2122.3,2145.0,2167.6,2189.9,2211.2,2226.8,2212.6
1000.0,0.1,450.0,3.333e-05,2.0,1000.0,15.0,0.37,4.9392e-14,1661.4,1856.1,1902.9,1933.7,1962.5,1990.7,2018.9,2046.8,2074.7,2102.5,2130.2,2157.7,2185.1,2212.4,2239.5,2266.3,2292.0,2312.2,2303.7
1000.0,0.1,450.0,3.333e-05,3.0,200.0,15.0,0.085,-6.1692e-15,782.41,1231.8,1465.2,1582.9,1645.0,1679.3,1699.8,1713.4,1723.3,1731.5,1738.6,1745.2,1751.5,1757.6,1763.6,1769.5,1775.3,1780.4,1783.5
1000.0,0.1,450.0,3.333e-05,3.0,400.0,15.0,0.165,-3.5253e-15,1212.5,1572.7,1674.5,1710.6,1729.2,1742.9,1755.1,1766.7,1778.1,1789.4,1800.6,1811.8,1823.0,1834.1,1845.3,1856.3,1866.9,1875.1,1870.5
1000.0,0.1,450.0,3.333e-05,3.0,600.0,15.0,0.24,-3.5253e-15,1434.9,1669.3,1718.4,1740.6,1758.3,1775.0,1791.5,1807.8,1824.0,1840.3,1856.5,1872.6,1888.8,1904.9,1920.9,1936.9,1952.1,1963.9,1958.3
1000.0,0.1,450.0,3.333e-05,3.0,800.0,15.0,0.315,1.7626e-15,1556.4,1706.0,1739.4,1762.5,1784.3,1805.7,1827.0,1848.4,1869.6,1890.8,1911.9,1933.0,1954.1,1975.1,1996.0,2016.6,2036.3,2050.7,2039.8
1000.0,0.1,450.0,3.333e-05,3.0,1000.0,15.0,0.39,3.3212e-14,1624.1,1725.0,1756.1,1783.2,1809.8,1836.2,1862.5,1888.8,1915.0,1941.1,1967.1,1993.1,2018.9,2044.7,2070.3,2095.5,2119.3,2135.3,2116.4
1000.0,0.1,450.0,3.333e-05,4.0,200.0,15.0,0.085,-2.1152e-14,813.55,1249.9,1454.3,1546.4,1591.2,1614.5,1628.5,1638.2,1645.9,1652.6,1658.8,1664.5,1670.2,1675.8,1681.3,1686.8,1692.2,1697.1,1700.4
1000.0,0.1,450.0,3.333e-05,4.0,400.0,15.0,0.165,-1.0576e-14,1232.0,1538.7,1611.3,1636.2,1650.7,1662.5,1673.5,1684.3,1694.9,1705.3,1715.8,1726.3,1736.9,1747.4,1757.9,1768.3,1778.5,1787.2,1789.2
1000.0,0.1,450.0,3.333e-05,4.0,600.0,15.0,0.245,-1.0576e-14,1438.1,1610.2,1643.4,1661.8,1678.0,1693.9,1709.5,1725.1,1740.7,1756.3,1771.9,1787.5,1803.1,1818.6,1834.2,1849.7,1864.4,1876.4,1874.0
1000.0,0.1,450.0,3.333e-05,4.0,800.0,15.0,0.325,-3.0846e-14,1535.6,1635.1,1661.5,1683.0,1703.7,1724.4,1745.1,1765.8,1786.5,1807.2,1827.9,1848.5,1869.2,1889.8,1910.3,1930.7,1949.9,1964.2,1955.9
1000.0,0.1,450.0,3.333e-05,4.0,1000.0,15.0,0.405,2.5548e-14,1583.8,1649.6,1677.4,1703.5,1729.2,1755.1,1780.8,1806.5,1832.3,1858.0,1883.8,1909.4,1935.0,1960.5,1985.9,2011.0,2034.6,2050.7,2036.0
1000.0,0.1,450.0,3.333e-05,5.0,200.0,15.0,0.09,-1.6745e-14,869.11,1289.1,1460.0,1528.6,1559.5,1575.6,1586.0,1593.8,1600.6,1606.7,1612.6,1618.4,1624.1,1629.7,1635.2,1640.7,1646.0,1649.7,1645.5
1000.0,0.1,450.0,3.333e-05,5.0,400.0,15.0,0.17,-1.9389e-14,1258.2,1517.9,1571.2,1590.5,1603.4,1614.6,1625.3,1635.8,1646.3,1656.8,1667.2,1677.6,1688.2,1698.6,1709.1,1719.6,1729.6,1737.9,1736.8
1000.0,0.1,450.0,3.333e-05,5.0,600.0,15.0,0.255,-1.9389e-14,1441.8,1571.2,1597.3,1614.6,1630.6,1646.3,1662.0,1677.6,1693.4,1709.2,1724.9,1740.7,1756.6,1772.4,1788.2,1803.8,1818.5,1828.9,1818.6
1000.0,0.1,450.0,3.333e-05,5.0,800.0,15.0,0.335,5.2879e-15,1519.7,1589.6,1613.6,1634.6,1655.2,1675.8,1696.5,1717.1,1737.9,1758.8,1779.6,1800.4,1821.1,1841.9,1862.6,1883.1,1902.6,1917.2,1910.4
1000.0,0.1,450.0,3.333e-05,5.0,1000.0,15.0,0.42,-5.1095e-14,1551.8,1602.6,1629.6,1655.5,1681.3,1707.3,1733.3,1759.4,1785.5,1811.4,1837.5,1863.6,1889.6,1915.5,1941.3,1966.7,1990.5,2006.6,1991.5
1500.0,0.1,50.0,3.333e-05,1.0,200.0,15.0,0.26,1.7626e-15,278.9,321.72,359.58,397.13,434.5,471.69,508.69,545.52,582.16,618.63,654.91,691.02,726.95,762.71,798.28,833.67,868.71,901.88,917.51
1500.0,0.1,50.0,3.333e-05,1.0,400.0,15.0,0.4,4.8966e-15,304.25,362.5,420.15,477.39,534.21,590.59,646.57,702.1,757.26,811.96,866.27,920.15,973.64,1026.7,1079.4,1131.6,1183.3,1231.9,1251.6
1500.0,0.1,50.0,3.333e-05,1.0,600.0,15.0,0.51,8.8132e-16,318.84,394.29,467.41,539.86,611.63,682.7,753.1,822.81,891.87,960.24,1028.0,1095.1,1161.1,1226.9,1292.1,1356.5,1420.2,1480.0,1502.2
1500.0,0.1,50.0,3.333e-05,1.0,800.0,15.0,0.605,1.983e-15,332.71,421.63,507.98,593.4,677.85,761.34,843.87,925.47,1006.1,1085.9,1164.7,1242.7,1319.7,1395.9,1471.2,1545.6,1618.9,1687.3,1708.9
1500.0,0.1,50.0,3.333e-05,1.0,1000.0,15.0,0.69,-4.1237e-15,343.99,446.06,544.11,640.98,736.59,830.98,924.13,1016.0,1106.9,1196.4,1284.8,1372.0,1458.2,1543.2,1627.1,1709.9,1791.2,1866.7,1886.3
1500.0,0.1,50.0,3.333e-05,2.0,200.0,15.0,0.29,-3.3049e-15,232.66,264.59,296.07,327.48,358.81,390.03,421.15,452.16,483.08,513.9,544.6,575.21,605.72,636.13,666.43,696.62,726.57,755.06,770.57
1500.0,0.1,50.0,3.333e-05,2.0,400.0,15.0,0.45,0.0,248.94,299.36,348.02,396.48,444.69,492.65,540.37,587.86,635.09,682.06,728.81,775.3,821.54,867.52,913.26,958.72,1003.7,1045.8,1061.4
1500.0,0.1,50.0,3.333e-05,2.0,600.0,15.0,0.58,2.2033e-16,262.15,327.56,390.03,452.17,513.89,575.21,636.13,696.63,756.73,816.41,875.67,934.52,992.94,1050.9,1108.5,1165.6,1221.9,1273.1,1281.8
1500.0,0.1,50.0,3.333e-05,2.0,800.0,15.0,0.685,-2.0619e-14,273.25,350.28,423.83,496.91,569.42,641.36,712.73,783.53,853.75,923.39,992.43,1060.8,1128.7,1196.0,1262.7,1328.7,1393.7,1454.1,1475.7
1500.0,0.1,50.0,3.333e-05,2.0,1000.0,15.0,0.785,3.0846e-15,285.57,371.79,455.91,539.32,621.99,703.91,785.08,865.48,945.13,1024.0,1102.1,1179.4,1255.9,1331.5,1406.4,1480.4,1553.2,1620.2,1641.9
1500.0,0.1,50.0,3.333e-05,3.0,200.0,15.0,0.31,-9.9148e-16,215.89,245.03,274.6,304.09,333.51,362.85,392.12,421.31,450.42,479.47,508.44,537.34,566.16,594.9,623.57,652.14,680.33,705.4,707.07
1500.0,0.1,50.0,3.333e-05,3.0,400.0,15.0,0.48,-8.5158e-15,231.88,277.55,323.07,368.52,413.78,458.87,503.77,548.5,593.05,637.42,681.61,725.62,769.44,813.07,856.5,899.71,942.35,980.81,991.14
1500.0,0.1,50.0,3.333e-05,3.0,600.0,15.0,0.615,3.5253e-15,243.26,303.18,361.43,419.43,477.13,534.54,591.66,648.49,705.02,761.24,817.15,872.74,928.0,982.92,1037.5,1091.7,1145.2,1194.3,1214.9
1500.0,0.1,50.0,3.333e-05,3.0,800.0,15.0,0.745,-1.322e-15,255.08,327.86,398.24,468.23,537.8,606.94,675.64,743.91,811.71,879.05,945.9,1012.2,1078.1,1143.4,1208.2,1272.3,1335.3,1390.0,1414.1
1500.0,0.1,50.0,3.333e-05,3.0,1000.0,15.0,0.865,-8.8132e-16,266.86,350.6,432.12,513.11,593.51,673.34,752.58,831.19,909.18,986.48,1063.1,1139.0,1214.2,1288.7,1362.4,1435.4,1506.5,1565.5,1584.6
1500.0,0.1,50.0,3.333e-05,4.0,200.0,15.0,0.32,-2.9745e-15,206.64,234.39,262.84,291.24,319.58,347.87,376.1,404.29,432.44,460.53,488.6,516.61,544.58,572.52,600.39,628.2,655.7,680.42,686.49
1500.0,0.1,50.0,3.333e-05,4.0,400.0,15.0,0.5,-6.6099e-16,220.23,266.43,310.73,354.93,399.01,442.98,486.84,530.6,574.26,617.8,661.23,704.54,747.72,790.75,833.64,876.34,918.49,956.17,969.48
1500.0,0.1,50.0,3.333e-05,4.0,600.0,15.0,0.655,1.2371e-14,235.44,293.94,351.84,409.57,467.12,524.48,581.66,638.66,695.45,752.03,808.35,864.43,920.23,975.76,1031.0,1085.8,1139.5,1183.9,1202.1
1500.0,0.1,50.0,3.333e-05,4.0,800.0,15.0,0.77,-3.7456e-15,244.55,314.31,382.27,450.01,517.48,584.72,651.69,718.37,784.74,850.76,916.41,981.67,1046.5,1110.9,1174.9,1238.4,1301.1,1359.3,1397.6
1500.0,0.1,50.0,3.333e-05,4.0,1000.0,15.0,0.895,-2.6193e-15,256.04,336.43,415.29,493.85,572.08,649.95,727.44,804.49,881.08,957.15,1032.7,1107.6,1181.9,1255.7,1328.8,1401.3,1472.7,1538.6,1581.9
1500.0,0.1,50.0,3.333e-05,5.0,200.0,15.0,0.33,-3.1948e-15,198.4,228.65,256.76,284.9,312.99,341.04,369.08,397.08,425.07,453.05,481.0,508.93,536.84,564.72,592.56,620.34,647.78,671.91,677.69
1500.0,0.1,50.0,3.333e-05,5.0,400.0,15.0,0.515,-1.5423e-15,214.89,260.22,304.05,347.84,391.57,435.26,478.88,522.46,565.98,609.43,652.8,696.07,739.24,782.29,825.21,867.97,910.16,947.42,962.04
1500.0,0.1,50.0,3.333e-05,5.0,600.0,15.0,0.66,4.3408e-15,228.46,284.94,341.05,397.08,453.05,508.93,564.71,620.38,675.92,731.28,786.46,841.44,896.2,950.75,1005.1,1059.0,1112.4,1161.6,1193.4
1500.0,0.1,50.0,3.333e-05,5.0,800.0,15.0,0.795,-6.6099e-16,239.18,307.92,375.44,442.88,510.2,577.38,644.38,711.17,777.69,843.92,909.85,975.46,1040.6,1105.5,1169.8,1233.7,1296.8,1355.7,1394.8
1500.0,0.1,50.0,3.333e-05,5.0,1000.0,15.0,0.93,3.0559e-15,249.44,330.92,409.81,488.62,567.25,645.65,723.74,801.47,878.79,955.69,1032.0,1107.9,1183.1,1257.8,1331.8,1405.1,1477.2,1543.1,1584.0
1500.0,0.1,150.0,3.333e-05,1.0,200.0,15.0,0.17,-1.7626e-15,585.43,740.19,798.98,833.11,860.46,885.83,910.59,935.09,959.47,983.75,1007.9,1032.1,1056.1,1080.1,1104.0,1127.8,1151.0,1171.5,1173.6
1500.0,0.1,150.0,3.333e-05,1.0,400.0,15.0,0.285,1.322e-15,707.2,812.43,861.22,903.34,944.42,985.18,1025.7,1066.0,1106.1,1146.0,1185.7,1225.1,1264.3,1303.4,1342.2,1380.7,1418.7,1453.9,1469.9
1500.0,0.1,150.0,3.333e-05,1.0,600.0,15.0,0.385,6.8127e-15,760.46,848.1,905.51,960.89,1015.8,1070.2,1124.3,1178.0,1231.3,1284.1,1336.7,1388.9,1440.5,1492.0,1543.0,1593.6,1643.3,1688.4,1700.4
1500.0,0.1,150.0,3.333e-05,1.0,800.0,15.0,0.47,-2.9805e-14,788.45,874.08,942.27,1009.4,1075.9,1141.8,1207.1,1271.8,1336.0,1399.7,1462.7,1525.2,1587.0,1648.4,1709.3,1769.5,1828.7,1882.8,1899.2
1500.0,0.1,150.0,3.333e-05,1.0,1000.0,15.0,0.55,3.5253e-15,807.74,897.56,976.62,1054.7,1132.0,1208.4,1284.2,1359.1,1433.2,1506.6,1579.2,1651.0,1722.1,1792.6,1862.2,1931.0,1998.4,2059.2,2068.8
1500.0,0.1,150.0,3.333e-05,2.0,200.0,15.0,0.185,4.4066e-16,573.61,639.38,664.09,684.91,705.27,725.53,745.74,765.9,786.03,806.11,826.15,846.15,866.11,886.03,905.89,925.69,945.23,963.36,972.97
1500.0,0.1,150.0,3.333e-05,2.0,400.0,15.0,0.32,-1.7626e-15,630.43,673.8,709.11,744.1,778.97,813.7,848.31,882.8,917.17,951.41,985.52,1019.5,1053.4,1087.1,1120.8,1154.2,1187.0,1216.8,1226.3
1500.0,0.1,150.0,3.333e-05,2.0,600.0,15.0,0.435,-1.4903e-15,646.43,699.33,746.84,794.17,841.29,888.17,934.83,981.26,1027.5,1073.4,1119.1,1164.7,1209.9,1254.9,1299.7,1344.1,1387.7,1425.9,1427.6
1500.0,0.1,150.0,3.333e-05,2.0,800.0,15.0,0.535,-4.4066e-16,660.17,721.22,779.5,837.51,895.16,952.47,1009.4,1066.0,1122.3,1178.2,1233.8,1288.9,1343.7,1398.2,1452.3,1505.9,1558.4,1603.9,1604.0
1500.0,0.1,150.0,3.333e-05,2.0,1000.0,15.0,0.625,1.6495e-14,669.36,741.02,808.82,876.35,943.39,1010.0,1076.0,1141.7,1206.8,1271.4,1335.6,1399.2,1462.3,1525.0,1587.1,1648.6,1708.8,1761.2,1764.2
1500.0,0.1,150.0,3.333e-05,3.0,200.0,15.0,0.195,-1.7626e-15,553.22,593.25,613.28,632.21,651.03,669.8,688.54,707.25,725.93,744.57,763.2,781.79,800.35,818.89,837.38,855.78,873.79,889.33,890.48
1500.0,0.1,150.0,3.333e-05,3.0,400.0,15.0,0.34,9.0335e-15,586.91,622.55,655.36,688.06,720.66,753.17,785.6,817.93,850.19,882.34,914.42,946.4,978.29,1010.1,1041.7,1073.3,1104.0,1129.5,1125.5
1500.0,0.1,150.0,3.333e-05,3.0,600.0,15.0,0.46,9.5803e-15,599.47,645.92,689.98,734.05,777.98,821.73,865.33,908.76,952.04,995.15,1038.1,1080.8,1123.4,1165.9,1208.1,1250.0,1291.0,1326.1,1328.9
1500.0,0.1,150.0,3.333e-05,3.0,800.0,15.0,0.565,-1.0576e-14,611.06,666.05,720.19,774.17,827.91,881.41,934.65,987.67,1040.4,1092.9,1145.1,1197.1,1248.7,1300.1,1351.2,1401.8,1451.6,1495.7,1508.6
1500.0,0.1,150.0,3.333e-05,3.0,1000.0,15.0,0.665,-2.6045e-14,613.35,685.4,748.87,812.24,875.26,937.95,1000.3,1062.3,1123.9,1185.1,1246.0,1306.5,1366.5,1426.1,1485.3,1544.0,1601.4,1652.4,1669.6
1500.0,0.1,150.0,3.333e-05,4.0,200.0,15.0,0.2,-1.322e-15,536.3,567.09,585.71,603.77,621.76,639.71,657.65,675.58,693.47,711.37,729.23,747.09,764.93,782.75,800.55,818.28,835.64,850.79,853.33
1500.0,0.1,150.0,3.333e-05,4.0,400.0,15.0,0.35,4.8473e-15,561.47,594.77,626.25,657.65,689.0,720.3,751.55,782.75,813.91,845.03,876.09,907.1,938.08,968.98,999.83,1030.6,1060.6,1086.7,1091.3
1500.0,0.1,150.0,3.333e-05,4.0,600.0,15.0,0.48,6.3869e-16,575.23,618.36,661.23,704.21,747.09,789.88,832.59,875.2,917.72,960.15,1002.5,1044.7,1086.8,1128.7,1170.5,1212.1,1252.7,1287.3,1292.7
1500.0,0.1,150.0,3.333e-05,4.0,800.0,15.0,0.6,4.4066e-15,581.52,639.82,693.47,747.09,800.57,853.9,907.11,960.15,1013.0,1065.8,1118.2,1170.5,1222.6,1274.5,1326.0,1377.1,1426.8,1467.1,1475.4
1500.0,0.1,150.0,3.333e-05,4.0,1000.0,15.0,0.71,-1.6495e-14,591.33,659.69,722.98,786.32,849.47,912.42,975.16,1037.6,1099.9,1161.9,1223.4,1284.8,1345.7,1406.2,1466.5,1526.1,1583.8,1630.4,1646.7
1500.0,0.1,150.0,3.333e-05,5.0,200.0,15.0,0.205,-6.1692e-15,524.25,551.04,569.21,586.96,604.65,622.34,640.01,657.67,675.34,693.0,710.66,728.31,745.96,763.6,781.24,798.81,816.04,831.13,834.48
1500.0,0.1,150.0,3.333e-05,5.0,400.0,15.0,0.36,2.2033e-15,545.93,578.33,609.4,640.45,671.47,702.47,733.48,764.46,795.45,826.41,857.35,888.28,919.16,950.02,980.82,1011.5,1041.6,1068.0,1074.9
1500.0,0.1,150.0,3.333e-05,5.0,600.0,15.0,0.495,-3.5253e-15,554.18,601.73,644.33,686.97,729.6,772.21,814.8,857.35,899.86,942.31,984.68,1027.0,1069.2,1111.2,1153.2,1194.9,1235.7,1270.6,1277.6
1500.0,0.1,150.0,3.333e-05,5.0,800.0,15.0,0.615,7.9319e-15,566.02,622.45,675.33,728.31,781.25,834.15,886.98,939.74,992.37,1044.9,1097.2,1149.3,1201.4,1253.1,1304.7,1355.9,1405.9,1448.6,1464.9
1500.0,0.1,150.0,3.333e-05,5.0,1000.0,15.0,0.725,-1.6061e-14,575.81,641.55,703.76,766.19,828.56,890.85,953.02,1015.0,1076.8,1138.4,1199.7,1260.7,1321.4,1381.7,1441.8,1501.3,1559.5,1610.8,1638.8
1500.0,0.1,250.0,3.333e-05,1.0,200.0,15.0,0.12,-1.2338e-14,646.13,957.25,1121.4,1214.3,1271.3,1309.8,1338.5,1362.0,1382.7,1401.9,1420.1,1437.9,1455.4,1472.8,1490.0,1507.2,1524.1,1540.2,1551.6
1500.0,0.1,250.0,3.333e-05,1.0,400.0,15.0,0.215,-1.1457e-14,908.19,1181.4,1287.4,1342.7,1381.9,1415.6,1447.4,1478.5,1509.1,1539.8,1570.3,1600.6,1630.8,1660.8,1690.8,1720.4,1749.8,1777.0,1792.0
1500.0,0.1,250.0,3.333e-05,1.0,600.0,15.0,0.3,-7.9319e-15,1051.7,1271.3,1350.8,1401.9,1446.7,1490.1,1532.9,1575.2,1617.4,1659.3,1701.0,1742.5,1783.8,1824.8,1865.6,1904.6,1945.1,1981.5,1994.2
1500.0,0.1,250.0,3.333e-05,1.0,800.0,15.0,0.375,4.6837e-14,1135.8,1317.9,1390.0,1446.7,1500.8,1554.1,1606.9,1659.4,1711.5,1763.2,1814.6,1865.6,1916.2,1966.4,2016.4,2065.9,2114.4,2158.5,2174.1
1500.0,0.1,250.0,3.333e-05,1.0,1000.0,15.0,0.445,-4.2579e-16,1191.6,1348.8,1422.3,1487.2,1550.6,1613.2,1675.4,1737.0,1798.2,1858.8,1918.9,1978.5,2037.6,2096.3,2154.0,2211.8,2268.1,2319.1,2334.2
1500.0,0.1,250.0,3.333e-05,2.0,200.0,15.0,0.13,-8.8132e-16,733.85,951.39,1023.8,1055.4,1075.2,1091.4,1106.4,1120.9,1135.4,1149.8,1164.1,1178.4,1192.6,1206.9,1221.2,1235.3,1249.3,1262.6,1271.5
1500.0,0.1,250.0,3.333e-05,2.0,400.0,15.0,0.24,-1.7626e-15,931.88,1047.7,1084.2,1112.0,1138.7,1165.2,1191.5,1217.9,1244.1,1270.2,1296.3,1322.4,1348.3,1374.2,1400.0,1425.7,1450.8,1473.2,1479.4
1500.0,0.1,250.0,3.333e-05,2.0,600.0,15.0,0.335,-8.3725e-15,1003.0,1077.8,1117.1,1154.2,1191.0,1227.7,1264.3,1300.7,1337.0,1373.1,1409.2,1445.0,1480.7,1516.3,1551.7,1586.9,1621.5,1652.1,1659.2
1500.0,0.1,250.0,3.333e-05,2.0,800.0,15.0,0.425,-2.938e-14,1033.0,1099.6,1147.0,1193.7,1240.2,1286.6,1332.7,1378.5,1424.1,1469.5,1514.7,1559.7,1604.5,1649.0,1693.2,1737.1,1779.9,1816.0,1812.9
1500.0,0.1,250.0,3.333e-05,2.0,1000.0,15.0,0.505,7.0506e-15,1049.9,1117.7,1173.5,1228.8,1283.9,1338.6,1393.1,1447.1,1500.9,1554.5,1607.6,1660.4,1712.9,1765.1,1817.0,1868.3,1918.4,1961.0,1959.6
1500.0,0.1,250.0,3.333e-05,3.0,200.0,15.0,0.135,7.9319e-15,761.82,918.26,959.32,978.5,993.13,1006.7,1020.0,1033.2,1046.4,1059.5,1072.6,1085.7,1098.8,1111.8,1124.9,1137.8,1150.6,1162.2,1167.2
1500.0,0.1,250.0,3.333e-05,3.0,400.0,15.0,0.25,7.0506e-15,906.71,973.62,1000.7,1025.4,1049.7,1074.1,1098.3,1122.5,1146.6,1170.7,1194.7,1218.7,1242.6,1266.6,1290.4,1314.0,1337.2,1357.0,1358.5
1500.0,0.1,250.0,3.333e-05,3.0,600.0,15.0,0.35,-4.8473e-15,948.59,995.63,1030.3,1064.4,1098.3,1132.1,1165.9,1199.5,1233.0,1266.5,1299.9,1333.2,1366.4,1399.4,1432.4,1465.2,1497.3,1525.3,1531.4
1500.0,0.1,250.0,3.333e-05,3.0,800.0,15.0,0.445,-1.2774e-14,964.03,1014.7,1058.0,1101.2,1144.2,1187.1,1229.7,1272.3,1314.7,1356.9,1399.0,1440.9,1482.7,1524.3,1565.6,1606.7,1646.8,1681.3,1686.0
