tau_sat,b,tau_0,gamma_0,n,cd,beta,phi,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
1500.0,1.0,250.0,3.333e-05,2.0,400.0,20.0,2,2.053,2.0527,2.0524,2.0519,2.0515,2.0511,2.0506,2.0501,2.0497,2.0492
1500.0,1.0,250.0,3.333e-05,2.0,400.0,20.0,3,2.1276,2.1262,2.1245,2.1228,2.121,2.1193,2.1176,2.1158,2.1141,2.1125
1500.0,1.0,250.0,3.333e-05,2.0,600.0,20.0,1,5.966,5.9605,5.9541,5.9475,5.9409,5.9343,5.9277,5.921,5.9143,5.908
1500.0,1.0,250.0,3.333e-05,2.0,600.0,20.0,2,2.053,2.0526,2.0521,2.0515,2.051,2.0504,2.0498,2.0491,2.0485,2.0479
1500.0,1.0,250.0,3.333e-05,2.0,600.0,20.0,3,2.1277,2.1258,2.1236,2.1213,2.119,2.1168,2.1145,2.1122,2.11,2.1079
1500.0,1.0,250.0,3.333e-05,2.0,800.0,20.0,1,5.9661,5.9592,5.9515,5.9435,5.9355,5.9276,5.9196,5.9114,5.9033,5.8957
1500.0,1.0,250.0,3.333e-05,2.0,800.0,20.0,2,2.053,2.0525,2.0519,2.0512,2.0505,2.0497,2.049,2.0482,2.0474,2.0466
1500.0,1.0,250.0,3.333e-05,2.0,800.0,20.0,3,2.1277,2.1253,2.1226,2.1199,2.1171,2.1144,2.1117,2.109,2.1063,2.1038
1500.0,1.0,250.0,3.333e-05,2.0,1000.0,20.0,1,5.9661,5.958,5.949,5.9399,5.9307,5.9215,5.9123,5.903,5.8936,5.8848
1500.0,1.0,250.0,3.333e-05,2.0,1000.0,20.0,2,2.053,2.0524,2.0517,2.0508,2.05,2.0492,2.0483,2.0473,2.0464,2.0455
1500.0,1.0,250.0,3.333e-05,2.0,1000.0,20.0,3,2.1277,2.1249,2.1218,2.1186,2.1155,2.1124,2.1093,2.1062,2.1031,2.1002
1500.0,1.0,250.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.9619,5.9565,5.9509,5.9453,5.9398,5.9342,5.9285,5.9231,5.9191
1500.0,1.0,250.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0528,2.0525,2.0521,2.0517,2.0512,2.0508,2.0503,2.0499,2.0497
1500.0,1.0,250.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.126,2.1236,2.1212,2.1188,2.1165,2.1141,2.1117,2.1095,2.1079
1500.0,1.0,250.0,3.333e-05,3.0,400.0,20.0,1,5.9661,5.959,5.9506,5.9418,5.9331,5.9245,5.9158,5.9069,5.8982,5.8906
1500.0,1.0,250.0,3.333e-05,3.0,400.0,20.0,2,2.053,2.0526,2.052,2.0514,2.0507,2.05,2.0492,2.0485,2.0477,2.0471
1500.0,1.0,250.0,3.333e-05,3.0,400.0,20.0,3,2.1277,2.1247,2.121,2.1173,2.1136,2.11,2.1064,2.1028,2.0993,2.0964
1500.0,1.0,250.0,3.333e-05,3.0,600.0,20.0,1,5.9662,5.9565,5.9455,5.9341,5.9229,5.9117,5.9004,5.8891,5.8778,5.8677
1500.0,1.0,250.0,3.333e-05,3.0,600.0,20.0,2,2.053,2.0524,2.0516,2.0508,2.0498,2.0489,2.0479,2.0468,2.0457,2.0448
1500.0,1.0,250.0,3.333e-05,3.0,600.0,20.0,3,2.1278,2.1237,2.1189,2.1141,2.1094,2.1048,2.1002,2.0957,2.0913,2.0875
1500.0,1.0,250.0,3.333e-05,3.0,800.0,20.0,1,5.9663,5.9543,5.941,5.9274,5.9139,5.9004,5.8869,5.8733,5.86,5.8478
1500.0,1.0,250.0,3.333e-05,3.0,800.0,20.0,2,2.053,2.0523,2.0513,2.0502,2.0491,2.0479,2.0466,2.0452,2.0439,2.0427
1500.0,1.0,250.0,3.333e-05,3.0,800.0,20.0,3,2.1278,2.1227,2.117,2.1112,2.1056,2.1002,2.0948,2.0895,2.0844,2.08
1500.0,1.0,250.0,3.333e-05,3.0,1000.0,20.0,1,5.9664,5.9523,5.9371,5.9215,5.9059,5.8905,5.8751,5.8598,5.8447,5.8307
1500.0,1.0,250.0,3.333e-05,3.0,1000.0,20.0,2,2.053,2.0521,2.051,2.0497,2.0483,2.0469,2.0454,2.0438,2.0422,2.0407
1500.0,1.0,250.0,3.333e-05,3.0,1000.0,20.0,3,2.1279,2.1219,2.1154,2.1088,2.1024,2.0963,2.0903,2.0844,2.0788,2.0738
1500.0,1.0,250.0,3.333e-05,4.0,200.0,20.0,1,5.9659,5.9609,5.9542,5.9471,5.9402,5.9334,5.9265,5.9193,5.9125,5.9073
1500.0,1.0,250.0,3.333e-05,4.0,200.0,20.0,2,2.0529,2.0527,2.0524,2.052,2.0516,2.0512,2.0507,2.0503,2.0498,2.0496
1500.0,1.0,250.0,3.333e-05,4.0,200.0,20.0,3,2.1277,2.1254,2.1222,2.1189,2.1156,2.1124,2.1092,2.1059,2.1028,2.1005
1500.0,1.0,250.0,3.333e-05,4.0,400.0,20.0,1,5.9662,5.9572,5.9466,5.9357,5.9249,5.9142,5.9034,5.8925,5.8817,5.8721
1500.0,1.0,250.0,3.333e-05,4.0,400.0,20.0,2,2.053,2.0527,2.0521,2.0514,2.0507,2.05,2.0493,2.0484,2.0476,2.0469
1500.0,1.0,250.0,3.333e-05,4.0,400.0,20.0,3,2.1278,2.1236,2.1186,2.1134,2.1084,2.1035,2.0987,2.0939,2.0892,2.0852
1500.0,1.0,250.0,3.333e-05,4.0,600.0,20.0,1,5.9664,5.9541,5.9404,5.9263,5.9123,5.8985,5.8846,5.8707,5.8571,5.8446
1500.0,1.0,250.0,3.333e-05,4.0,600.0,20.0,2,2.053,2.0525,2.0517,2.0508,2.0499,2.0489,2.0478,2.0466,2.0454,2.0443
1500.0,1.0,250.0,3.333e-05,4.0,600.0,20.0,3,2.1279,2.1221,2.1157,2.1091,2.1027,2.0965,2.0904,2.0845,2.0789,2.0739
1500.0,1.0,250.0,3.333e-05,4.0,800.0,20.0,1,5.9665,5.951,5.9341,5.9169,5.8998,5.8828,5.866,5.8494,5.8334,5.8194
1500.0,1.0,250.0,3.333e-05,4.0,800.0,20.0,2,2.053,2.0523,2.0513,2.0502,2.049,2.0477,2.0462,2.0447,2.0432,2.0419
1500.0,1.0,250.0,3.333e-05,4.0,800.0,20.0,3,2.1279,2.1206,2.1127,2.1047,2.097,2.0896,2.0825,2.0757,2.0694,2.0642
1500.0,1.0,250.0,3.333e-05,4.0,1000.0,20.0,1,5.9666,5.9486,5.9292,5.9095,5.89,5.8707,5.8518,5.8334,5.8159,5.8
1500.0,1.0,250.0,3.333e-05,4.0,1000.0,20.0,2,2.053,2.0522,2.051,2.0496,2.0482,2.0466,2.0449,2.0431,2.0413,2.0397
1500.0,1.0,250.0,3.333e-05,4.0,1000.0,20.0,3,2.128,2.1195,2.1104,2.1014,2.0927,2.0845,2.0767,2.0694,2.0627,2.057
1500.0,1.0,250.0,3.333e-05,5.0,200.0,20.0,1,5.966,5.9603,5.9528,5.9449,5.9372,5.9297,5.922,5.9141,5.9064,5.9003
1500.0,1.0,250.0,3.333e-05,5.0,200.0,20.0,2,2.0529,2.0528,2.0525,2.0522,2.0518,2.0514,2.051,2.0506,2.0502,2.0499
1500.0,1.0,250.0,3.333e-05,5.0,200.0,20.0,3,2.1277,2.1249,2.1212,2.1173,2.1134,2.1097,2.1059,2.1021,2.0984,2.0956
1500.0,1.0,250.0,3.333e-05,5.0,400.0,20.0,1,5.9663,5.9561,5.9443,5.9322,5.9202,5.9083,5.8963,5.8842,5.8723,5.8616
1500.0,1.0,250.0,3.333e-05,5.0,400.0,20.0,2,2.0529,2.0527,2.0522,2.0516,2.051,2.0503,2.0496,2.0489,2.0481,2.0473
1500.0,1.0,250.0,3.333e-05,5.0,400.0,20.0,3,2.1278,2.1228,2.1169,2.1109,2.105,2.0993,2.0936,2.088,2.0826,2.0779
1500.0,1.0,250.0,3.333e-05,5.0,600.0,20.0,1,5.9665,5.9523,5.9366,5.9206,5.9047,5.8889,5.8732,5.8577,5.8428,5.8297
1500.0,1.0,250.0,3.333e-05,5.0,600.0,20.0,2,2.0529,2.0525,2.0518,2.051,2.0501,2.0492,2.0481,2.047,2.0458,2.0448
1500.0,1.0,250.0,3.333e-05,5.0,600.0,20.0,3,2.1279,2.1209,2.1131,2.1052,2.0976,2.0902,2.083,2.0762,2.0698,2.0646
1500.0,1.0,250.0,3.333e-05,5.0,800.0,20.0,1,5.9667,5.9493,5.9305,5.9114,5.8923,5.8736,5.8553,5.8375,5.8207,5.8057
1500.0,1.0,250.0,3.333e-05,5.0,800.0,20.0,2,2.053,2.0524,2.0516,2.0505,2.0494,2.0482,2.0469,2.0454,2.0439,2.0426
1500.0,1.0,250.0,3.333e-05,5.0,800.0,20.0,3,2.128,2.1194,2.1101,2.1007,2.0917,2.0832,2.0751,2.0676,2.0609,2.0552
1500.0,1.0,250.0,3.333e-05,5.0,1000.0,20.0,1,5.9667,5.9461,5.9242,5.902,5.8799,5.8584,5.8378,5.8183,5.8002,5.7842
1500.0,1.0,250.0,3.333e-05,5.0,1000.0,20.0,2,2.053,2.0523,2.0512,2.05,2.0486,2.0471,2.0454,2.0437,2.0419,2.0403
1500.0,1.0,250.0,3.333e-05,5.0,1000.0,20.0,3,2.1281,2.1179,2.1071,2.0963,2.0861,2.0766,2.0679,2.06,2.0531,2.0473
1500.0,1.0,350.0,3.333e-05,1.0,200.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,350.0,3.333e-05,1.0,200.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,350.0,3.333e-05,1.0,200.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,350.0,3.333e-05,1.0,400.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,350.0,3.333e-05,1.0,400.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,350.0,3.333e-05,1.0,400.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,350.0,3.333e-05,1.0,600.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,350.0,3.333e-05,1.0,600.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,350.0,3.333e-05,1.0,600.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,350.0,3.333e-05,1.0,800.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,350.0,3.333e-05,1.0,800.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,350.0,3.333e-05,1.0,800.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,350.0,3.333e-05,1.0,1000.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,350.0,3.333e-05,1.0,1000.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,350.0,3.333e-05,1.0,1000.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,350.0,3.333e-05,2.0,200.0,20.0,1,5.9657,5.9641,5.9614,5.9584,5.9554,5.9525,5.9495,5.9464,5.9435,5.9414
1500.0,1.0,350.0,3.333e-05,2.0,200.0,20.0,2,2.053,2.0529,2.0527,2.0525,2.0523,2.052,2.0518,2.0515,2.0513,2.0511
1500.0,1.0,350.0,3.333e-05,2.0,200.0,20.0,3,2.1276,2.127,2.1261,2.1251,2.124,2.123,2.122,2.1209,2.1199,2.1193
1500.0,1.0,350.0,3.333e-05,2.0,400.0,20.0,1,5.9659,5.9627,5.9583,5.9535,5.9488,5.9442,5.9395,5.9347,5.9299,5.9257
1500.0,1.0,350.0,3.333e-05,2.0,400.0,20.0,2,2.053,2.0528,2.0525,2.0521,2.0517,2.0513,2.0509,2.0504,2.05,2.0496
1500.0,1.0,350.0,3.333e-05,2.0,400.0,20.0,3,2.1276,2.1265,2.1249,2.1233,2.1217,2.1201,2.1185,2.1168,2.1152,2.1138
1500.0,1.0,350.0,3.333e-05,2.0,600.0,20.0,1,5.966,5.9614,5.9556,5.9495,5.9434,5.9374,5.9313,5.9252,5.919,5.9132
1500.0,1.0,350.0,3.333e-05,2.0,600.0,20.0,2,2.053,2.0527,2.0523,2.0517,2.0512,2.0507,2.0501,2.0495,2.049,2.0484
1500.0,1.0,350.0,3.333e-05,2.0,600.0,20.0,3,2.1277,2.1261,2.1241,2.122,2.1199,2.1178,2.1157,2.1136,2.1116,2.1096
1500.0,1.0,350.0,3.333e-05,2.0,800.0,20.0,1,5.9661,5.9601,5.953,5.9455,5.938,5.9306,5.9232,5.9156,5.908,5.9011
1500.0,1.0,350.0,3.333e-05,2.0,800.0,20.0,2,2.053,2.0526,2.052,2.0514,2.0507,2.0501,2.0494,2.0486,2.0479,2.0472
1500.0,1.0,350.0,3.333e-05,2.0,800.0,20.0,3,2.1277,2.1256,2.1231,2.1206,2.118,2.1155,2.1129,2.1104,2.1079,2.1056
1500.0,1.0,350.0,3.333e-05,2.0,1000.0,20.0,1,5.9662,5.9592,5.951,5.9424,5.934,5.9255,5.917,5.9084,5.8997,5.8915
1500.0,1.0,350.0,3.333e-05,2.0,1000.0,20.0,2,2.053,2.0525,2.0519,2.0511,2.0503,2.0496,2.0488,2.0479,2.047,2.0462
1500.0,1.0,350.0,3.333e-05,2.0,1000.0,20.0,3,2.1277,2.1253,2.1224,2.1195,2.1166,2.1137,2.1108,2.1079,2.1051,2.1024
1500.0,1.0,350.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.9633,5.959,5.9542,5.9494,5.9447,5.9401,5.9352,5.9304,5.9262
1500.0,1.0,350.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0528,2.0526,2.0523,2.052,2.0516,2.0513,2.0509,2.0505,2.0501
1500.0,1.0,350.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.1265,2.1247,2.1226,2.1206,2.1186,2.1166,2.1146,2.1125,2.1108
1500.0,1.0,350.0,3.333e-05,3.0,400.0,20.0,1,5.9661,5.9605,5.953,5.945,5.9371,5.9294,5.9216,5.9136,5.9057,5.8988
1500.0,1.0,350.0,3.333e-05,3.0,400.0,20.0,2,2.053,2.0527,2.0522,2.0517,2.0511,2.0504,2.0498,2.0491,2.0484,2.0478
1500.0,1.0,350.0,3.333e-05,3.0,400.0,20.0,3,2.1277,2.1253,2.1221,2.1187,2.1154,2.1121,2.1088,2.1055,2.1023,2.0996
1500.0,1.0,350.0,3.333e-05,3.0,600.0,20.0,1,5.9663,5.9583,5.9486,5.9383,5.9281,5.9181,5.9081,5.8978,5.8876,5.8782
1500.0,1.0,350.0,3.333e-05,3.0,600.0,20.0,2,2.053,2.0526,2.0519,2.0511,2.0503,2.0495,2.0486,2.0477,2.0467,2.0458
1500.0,1.0,350.0,3.333e-05,3.0,600.0,20.0,3,2.1278,2.1244,2.1202,2.1159,2.1116,2.1074,2.1033,2.0992,2.0951,2.0915
1500.0,1.0,350.0,3.333e-05,3.0,800.0,20.0,1,5.9664,5.9561,5.944,5.9315,5.9191,5.9068,5.8945,5.882,5.8696,5.8583
1500.0,1.0,350.0,3.333e-05,3.0,800.0,20.0,2,2.053,2.0524,2.0516,2.0506,2.0496,2.0485,2.0473,2.0461,2.0449,2.0438
1500.0,1.0,350.0,3.333e-05,3.0,800.0,20.0,3,2.1279,2.1235,2.1184,2.1131,2.1079,2.1028,2.0979,2.093,2.0882,2.0839
1500.0,1.0,350.0,3.333e-05,3.0,1000.0,20.0,1,5.9666,5.9542,5.9402,5.9257,5.9112,5.897,5.8827,5.8684,5.8542,5.8412
1500.0,1.0,350.0,3.333e-05,3.0,1000.0,20.0,2,2.053,2.0523,2.0513,2.0501,2.0489,2.0476,2.0462,2.0448,2.0433,2.0419
1500.0,1.0,350.0,3.333e-05,3.0,1000.0,20.0,3,2.1279,2.1226,2.1166,2.1105,2.1046,2.0988,2.0932,2.0876,2.0823,2.0775
1500.0,1.0,350.0,3.333e-05,4.0,200.0,20.0,1,5.9659,5.9627,5.9572,5.9511,5.9452,5.9394,5.9336,5.9276,5.9216,5.9165
1500.0,1.0,350.0,3.333e-05,4.0,200.0,20.0,2,2.053,2.0528,2.0527,2.0524,2.0521,2.0517,2.0513,2.051,2.0506,2.0501
1500.0,1.0,350.0,3.333e-05,4.0,200.0,20.0,3,2.1276,2.1261,2.1235,2.1207,2.1179,2.1152,2.1125,2.1097,2.1069,2.1045
1500.0,1.0,350.0,3.333e-05,4.0,400.0,20.0,1,5.9662,5.959,5.9496,5.9396,5.9298,5.9202,5.9106,5.9006,5.8908,5.8823
1500.0,1.0,350.0,3.333e-05,4.0,400.0,20.0,2,2.0529,2.0527,2.0522,2.0517,2.051,2.0504,2.0497,2.049,2.0483,2.0476
1500.0,1.0,350.0,3.333e-05,4.0,400.0,20.0,3,2.1278,2.1245,2.1201,2.1154,2.1108,2.1064,2.102,2.0975,2.0932,2.0896
1500.0,1.0,350.0,3.333e-05,4.0,600.0,20.0,1,5.9665,5.956,5.9434,5.9303,5.9173,5.9046,5.8917,5.8787,5.866,5.8549
1500.0,1.0,350.0,3.333e-05,4.0,600.0,20.0,2,2.0529,2.0525,2.0519,2.0511,2.0502,2.0493,2.0483,2.0473,2.0462,2.0453
1500.0,1.0,350.0,3.333e-05,4.0,600.0,20.0,3,2.1279,2.1231,2.1171,2.111,2.105,2.0992,2.0936,2.0879,2.0826,2.0781
1500.0,1.0,350.0,3.333e-05,4.0,800.0,20.0,1,5.9667,5.9533,5.9378,5.9219,5.9062,5.8906,5.8751,5.8596,5.8446,5.8315
1500.0,1.0,350.0,3.333e-05,4.0,800.0,20.0,2,2.0529,2.0524,2.0515,2.0505,2.0494,2.0482,2.047,2.0456,2.0442,2.0431
1500.0,1.0,350.0,3.333e-05,4.0,800.0,20.0,3,2.128,2.1218,2.1145,2.1071,2.1,2.0931,2.0864,2.0799,2.0738,2.0688
1500.0,1.0,350.0,3.333e-05,4.0,1000.0,20.0,1,5.9669,5.9509,5.933,5.9146,5.8964,5.8785,5.8608,5.8433,5.8266,5.8117
1500.0,1.0,350.0,3.333e-05,4.0,1000.0,20.0,2,2.053,2.0524,2.0513,2.0501,2.0488,2.0473,2.0458,2.0442,2.0425,2.041
1500.0,1.0,350.0,3.333e-05,4.0,1000.0,20.0,3,2.1281,2.1206,2.1122,2.1038,2.0956,2.0879,2.0804,2.0733,2.0667,2.0612
1500.0,1.0,350.0,3.333e-05,5.0,200.0,20.0,1,5.9659,5.9619,5.9552,5.948,5.9411,5.9343,5.9274,5.9202,5.9136,5.9096
1500.0,1.0,350.0,3.333e-05,5.0,200.0,20.0,2,2.0529,2.0528,2.0526,2.0524,2.0521,2.0518,2.0514,2.051,2.0507,2.0507
1500.0,1.0,350.0,3.333e-05,5.0,200.0,20.0,3,2.1276,2.1256,2.1224,2.1188,2.1154,2.112,2.1086,2.1051,2.1019,2.1001
1500.0,1.0,350.0,3.333e-05,5.0,400.0,20.0,1,5.9663,5.9581,5.9475,5.9364,5.9256,5.9149,5.9042,5.8931,5.8822,5.8727
1500.0,1.0,350.0,3.333e-05,5.0,400.0,20.0,2,2.0529,2.0528,2.0524,2.0519,2.0514,2.0508,2.0501,2.0495,2.0488,2.0482
1500.0,1.0,350.0,3.333e-05,5.0,400.0,20.0,3,2.1278,2.1238,2.1186,2.1131,2.1078,2.1026,2.0974,2.0922,2.0872,2.0829
1500.0,1.0,350.0,3.333e-05,5.0,600.0,20.0,1,5.9666,5.9546,5.9406,5.926,5.9116,5.8974,5.8832,5.8689,5.855,5.8428
1500.0,1.0,350.0,3.333e-05,5.0,600.0,20.0,2,2.0529,2.0527,2.0521,2.0514,2.0506,2.0498,2.0489,2.0479,2.0469,2.0459
1500.0,1.0,350.0,3.333e-05,5.0,600.0,20.0,3,2.128,2.1222,2.1152,2.108,2.101,2.0943,2.0877,2.0812,2.0751,2.07
1500.0,1.0,350.0,3.333e-05,5.0,800.0,20.0,1,5.9668,5.9512,5.9336,5.9155,5.8977,5.8801,5.8627,5.8455,5.8294,5.8162
1500.0,1.0,350.0,3.333e-05,5.0,800.0,20.0,2,2.0529,2.0526,2.0518,2.0508,2.0498,2.0487,2.0475,2.0461,2.0447,2.0438
1500.0,1.0,350.0,3.333e-05,5.0,800.0,20.0,3,2.1281,2.1205,2.1118,2.1029,2.0944,2.0863,2.0785,2.0711,2.0644,2.0593
1500.0,1.0,350.0,3.333e-05,5.0,1000.0,20.0,1,5.9671,5.9486,5.9283,5.9075,5.8869,5.8668,5.8473,5.8285,5.8109,5.7957
1500.0,1.0,350.0,3.333e-05,5.0,1000.0,20.0,2,2.0529,2.0524,2.0515,2.0503,2.0491,2.0477,2.0462,2.0446,2.0429,2.0416
1500.0,1.0,350.0,3.333e-05,5.0,1000.0,20.0,3,2.1282,2.1192,2.1091,2.099,2.0893,2.0802,2.0718,2.0639,2.057,2.0514
1500.0,1.0,450.0,3.333e-05,1.0,200.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,450.0,3.333e-05,1.0,200.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,450.0,3.333e-05,1.0,200.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,450.0,3.333e-05,1.0,400.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,450.0,3.333e-05,1.0,400.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,450.0,3.333e-05,1.0,400.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,450.0,3.333e-05,1.0,600.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,450.0,3.333e-05,1.0,600.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,450.0,3.333e-05,1.0,600.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,450.0,3.333e-05,1.0,800.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,450.0,3.333e-05,1.0,800.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,450.0,3.333e-05,1.0,800.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,450.0,3.333e-05,1.0,1000.0,20.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
1500.0,1.0,450.0,3.333e-05,1.0,1000.0,20.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
1500.0,1.0,450.0,3.333e-05,1.0,1000.0,20.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
1500.0,1.0,450.0,3.333e-05,2.0,200.0,20.0,1,5.9657,5.9646,5.9624,5.9599,5.9573,5.9546,5.952,5.9493,5.9466,5.9442
1500.0,1.0,450.0,3.333e-05,2.0,200.0,20.0,2,2.053,2.0529,2.0528,2.0526,2.0524,2.0522,2.052,2.0518,2.0515,2.0513
1500.0,1.0,450.0,3.333e-05,2.0,200.0,20.0,3,2.1276,2.1272,2.1264,2.1256,2.1247,2.1237,2.1228,2.1219,2.121,2.1201
1500.0,1.0,450.0,3.333e-05,2.0,400.0,20.0,1,5.9658,5.9633,5.9593,5.955,5.9506,5.9463,5.942,5.9375,5.9331,5.9294
1500.0,1.0,450.0,3.333e-05,2.0,400.0,20.0,2,2.053,2.0529,2.0526,2.0522,2.0519,2.0515,2.0511,2.0507,2.0503,2.05
1500.0,1.0,450.0,3.333e-05,2.0,400.0,20.0,3,2.1276,2.1267,2.1253,2.1238,2.1223,2.1208,2.1193,2.1178,2.1163,2.1151
1500.0,1.0,450.0,3.333e-05,2.0,600.0,20.0,1,5.9659,5.9621,5.9567,5.9509,5.9452,5.9395,5.9338,5.928,5.9222,5.9171
1500.0,1.0,450.0,3.333e-05,2.0,600.0,20.0,2,2.053,2.0528,2.0524,2.0519,2.0514,2.0509,2.0504,2.0499,2.0493,2.0488
1500.0,1.0,450.0,3.333e-05,2.0,600.0,20.0,3,2.1277,2.1264,2.1245,2.1225,2.1205,2.1186,2.1166,2.1146,2.1127,2.111
1500.0,1.0,450.0,3.333e-05,2.0,800.0,20.0,1,5.9661,5.9611,5.9545,5.9475,5.9406,5.9337,5.9268,5.9197,5.9127,5.9063
1500.0,1.0,450.0,3.333e-05,2.0,800.0,20.0,2,2.053,2.0527,2.0522,2.0516,2.051,2.0504,2.0497,2.0491,2.0484,2.0478
1500.0,1.0,450.0,3.333e-05,2.0,800.0,20.0,3,2.1277,2.1259,2.1237,2.1213,2.1189,2.1165,2.1142,2.1118,2.1094,2.1073
1500.0,1.0,450.0,3.333e-05,2.0,1000.0,20.0,1,5.9662,5.9601,5.9525,5.9445,5.9365,5.9286,5.9207,5.9125,5.9044,5.8968
1500.0,1.0,450.0,3.333e-05,2.0,1000.0,20.0,2,2.053,2.0526,2.052,2.0513,2.0506,2.0499,2.0491,2.0483,2.0475,2.0468
1500.0,1.0,450.0,3.333e-05,2.0,1000.0,20.0,3,2.1277,2.1256,2.123,2.1202,2.1174,2.1148,2.1121,2.1093,2.1066,2.1041
1500.0,1.0,450.0,3.333e-05,3.0,200.0,20.0,1,5.9658,5.964,5.9602,5.9558,5.9513,5.9469,5.9425,5.938,5.9335,5.9299
1500.0,1.0,450.0,3.333e-05,3.0,200.0,20.0,2,2.053,2.0529,2.0527,2.0524,2.0522,2.0518,2.0515,2.0511,2.0508,2.0505
1500.0,1.0,450.0,3.333e-05,3.0,200.0,20.0,3,2.1276,2.1268,2.1252,2.1233,2.1214,2.1196,2.1177,2.1158,2.1139,2.1124
1500.0,1.0,450.0,3.333e-05,3.0,400.0,20.0,1,5.966,5.9619,5.9554,5.9483,5.9412,5.9343,5.9274,5.9203,5.9132,5.9068
1500.0,1.0,450.0,3.333e-05,3.0,400.0,20.0,2,2.053,2.0528,2.0524,2.0519,2.0514,2.0509,2.0503,2.0497,2.0491,2.0485
1500.0,1.0,450.0,3.333e-05,3.0,400.0,20.0,3,2.1277,2.1259,2.1232,2.1202,2.1172,2.1142,2.1113,2.1084,2.1054,2.1028
1500.0,1.0,450.0,3.333e-05,3.0,600.0,20.0,1,5.9662,5.9595,5.9504,5.9407,5.9311,5.9217,5.9122,5.9025,5.8928,5.8846
