tau_sat,b,tau_0,gamma_0,n,cd,beta,phi,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
2000.0,0.1,150.0,3.333e-05,4.0,400.0,15.0,2,2.0529,2.0517,2.05,2.0482,2.0463,2.0443,2.042,2.0397,2.0379,2.0377
2000.0,0.1,150.0,3.333e-05,4.0,400.0,15.0,3,2.1277,2.1171,2.1058,2.095,2.0849,2.0756,2.067,2.0591,2.0529,2.0499
2000.0,0.1,150.0,3.333e-05,4.0,600.0,15.0,1,5.9661,5.936,5.9039,5.8723,5.8422,5.8141,5.7882,5.7647,5.7448,5.7304
2000.0,0.1,150.0,3.333e-05,4.0,600.0,15.0,2,2.053,2.0513,2.0489,2.0462,2.0435,2.0406,2.0377,2.0349,2.0326,2.0317
2000.0,0.1,150.0,3.333e-05,4.0,600.0,15.0,3,2.1278,2.1133,2.0985,2.0847,2.0724,2.0617,2.0524,2.0445,2.0384,2.0349
2000.0,0.1,150.0,3.333e-05,4.0,800.0,15.0,1,5.9662,5.9291,5.8901,5.8523,5.8174,5.786,5.7584,5.7343,5.714,5.6983
2000.0,0.1,150.0,3.333e-05,4.0,800.0,15.0,2,2.053,2.0507,2.0478,2.0444,2.0409,2.0375,2.0342,2.0312,2.0288,2.0274
2000.0,0.1,150.0,3.333e-05,4.0,800.0,15.0,3,2.1279,2.11,2.0924,2.0765,2.0629,2.0517,2.0426,2.0352,2.0295,2.0259
2000.0,0.1,150.0,3.333e-05,4.0,1000.0,15.0,1,5.9662,5.9224,5.877,5.834,5.7956,5.7623,5.734,5.7101,5.6903,5.675
2000.0,0.1,150.0,3.333e-05,4.0,1000.0,15.0,2,2.053,2.0503,2.0467,2.0426,2.0386,2.0347,2.0312,2.0282,2.0259,2.0245
2000.0,0.1,150.0,3.333e-05,4.0,1000.0,15.0,3,2.128,2.107,2.0868,2.0693,2.055,2.0439,2.0352,2.0284,2.0233,2.0203
2000.0,0.1,150.0,3.333e-05,5.0,200.0,15.0,1,5.9659,5.9519,5.9362,5.9205,5.9049,5.8893,5.8734,5.8579,5.8443,5.8365
2000.0,0.1,150.0,3.333e-05,5.0,200.0,15.0,2,2.0529,2.0524,2.0515,2.0505,2.0497,2.0487,2.0475,2.0463,2.0453,2.0457
2000.0,0.1,150.0,3.333e-05,5.0,200.0,15.0,3,2.1277,2.1206,2.1127,2.1048,2.0972,2.0899,2.0827,2.0758,2.0702,2.0676
2000.0,0.1,150.0,3.333e-05,5.0,400.0,15.0,1,5.9658,5.941,5.9136,5.8864,5.8603,5.8356,5.8124,5.7911,5.7734,5.7627
2000.0,0.1,150.0,3.333e-05,5.0,400.0,15.0,2,2.0529,2.0518,2.0502,2.0484,2.0465,2.0445,2.0422,2.04,2.0383,2.0386
2000.0,0.1,150.0,3.333e-05,5.0,400.0,15.0,3,2.1277,2.1151,2.1015,2.0886,2.0769,2.0666,2.0575,2.0496,2.0436,2.0412
2000.0,0.1,150.0,3.333e-05,5.0,600.0,15.0,1,5.9659,5.9321,5.8958,5.8604,5.828,5.7989,5.7731,5.7504,5.731,5.7164
2000.0,0.1,150.0,3.333e-05,5.0,600.0,15.0,2,2.053,2.0513,2.0491,2.0465,2.0438,2.041,2.0382,2.0357,2.0337,2.0327
2000.0,0.1,150.0,3.333e-05,5.0,600.0,15.0,3,2.1278,2.1106,2.0929,2.077,2.0635,2.0524,2.0434,2.036,2.0303,2.0269
2000.0,0.1,150.0,3.333e-05,5.0,800.0,15.0,1,5.966,5.9235,5.8789,5.8371,5.8003,5.7689,5.742,5.719,5.6997,5.6859
2000.0,0.1,150.0,3.333e-05,5.0,800.0,15.0,2,2.0529,2.0508,2.0479,2.0445,2.0411,2.0378,2.0348,2.0322,2.0303,2.0294
2000.0,0.1,150.0,3.333e-05,5.0,800.0,15.0,3,2.128,2.1063,2.0852,2.0672,2.0529,2.042,2.0336,2.0269,2.0218,2.0195
2000.0,0.1,150.0,3.333e-05,5.0,1000.0,15.0,1,5.9664,5.9161,5.8649,5.8185,5.779,5.7465,5.7196,5.6971,5.6783,5.665
2000.0,0.1,150.0,3.333e-05,5.0,1000.0,15.0,2,2.0529,2.0504,2.0468,2.0428,2.0389,2.0354,2.0323,2.0299,2.0281,2.0271
2000.0,0.1,150.0,3.333e-05,5.0,1000.0,15.0,3,2.1283,2.1026,2.079,2.0598,2.0453,2.0348,2.0271,2.0212,2.0167,2.015
2000.0,0.1,250.0,3.333e-05,1.0,200.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,250.0,3.333e-05,1.0,200.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,250.0,3.333e-05,1.0,200.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,250.0,3.333e-05,1.0,400.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,250.0,3.333e-05,1.0,400.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,250.0,3.333e-05,1.0,400.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,250.0,3.333e-05,1.0,600.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,250.0,3.333e-05,1.0,600.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,250.0,3.333e-05,1.0,600.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,250.0,3.333e-05,1.0,800.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,250.0,3.333e-05,1.0,800.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,250.0,3.333e-05,1.0,800.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,250.0,3.333e-05,1.0,1000.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,250.0,3.333e-05,1.0,1000.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,250.0,3.333e-05,1.0,1000.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,250.0,3.333e-05,2.0,200.0,15.0,1,5.9658,5.9622,5.9576,5.9527,5.9479,5.9431,5.9383,5.9333,5.9287,5.9253
2000.0,0.1,250.0,3.333e-05,2.0,200.0,15.0,2,2.053,2.0528,2.0524,2.0519,2.0515,2.0511,2.0506,2.0501,2.0497,2.0495
2000.0,0.1,250.0,3.333e-05,2.0,200.0,15.0,3,2.1276,2.1264,2.1247,2.123,2.1213,2.1197,2.118,2.1163,2.1148,2.1138
2000.0,0.1,250.0,3.333e-05,2.0,400.0,15.0,1,5.966,5.9588,5.9505,5.9419,5.9336,5.9252,5.9168,5.9082,5.9,5.8936
2000.0,0.1,250.0,3.333e-05,2.0,400.0,15.0,2,2.053,2.0525,2.0517,2.0509,2.0502,2.0494,2.0485,2.0476,2.0468,2.0464
2000.0,0.1,250.0,3.333e-05,2.0,400.0,15.0,3,2.1277,2.1252,2.1223,2.1193,2.1164,2.1136,2.1107,2.1078,2.1052,2.1034
2000.0,0.1,250.0,3.333e-05,2.0,600.0,15.0,1,5.9662,5.9559,5.9444,5.9329,5.9215,5.9101,5.8986,5.887,5.876,5.8669
2000.0,0.1,250.0,3.333e-05,2.0,600.0,15.0,2,2.053,2.0522,2.0512,2.0501,2.049,2.0478,2.0467,2.0454,2.0442,2.0435
2000.0,0.1,250.0,3.333e-05,2.0,600.0,15.0,3,2.1277,2.1241,2.1201,2.1161,2.1122,2.1084,2.1046,2.1008,2.0972,2.0946
2000.0,0.1,250.0,3.333e-05,2.0,800.0,15.0,1,5.9662,5.9531,5.9387,5.9242,5.91,5.8958,5.8815,5.8672,5.8537,5.8432
2000.0,0.1,250.0,3.333e-05,2.0,800.0,15.0,2,2.053,2.052,2.0506,2.0492,2.0478,2.0464,2.0448,2.0432,2.0417,2.0409
2000.0,0.1,250.0,3.333e-05,2.0,800.0,15.0,3,2.1277,2.1232,2.1181,2.1132,2.1084,2.1037,2.099,2.0943,2.0901,2.0873
2000.0,0.1,250.0,3.333e-05,2.0,1000.0,15.0,1,5.9662,5.9505,5.9336,5.9166,5.8999,5.8833,5.8667,5.8501,5.8345,5.822
2000.0,0.1,250.0,3.333e-05,2.0,1000.0,15.0,2,2.053,2.0517,2.0501,2.0485,2.0468,2.0451,2.0432,2.0412,2.0394,2.0383
2000.0,0.1,250.0,3.333e-05,2.0,1000.0,15.0,3,2.1277,2.1223,2.1164,2.1106,2.105,2.0996,2.0942,2.0888,2.084,2.0807
2000.0,0.1,250.0,3.333e-05,3.0,200.0,15.0,1,5.966,5.9598,5.952,5.9439,5.936,5.9282,5.9202,5.9121,5.9043,5.8983
2000.0,0.1,250.0,3.333e-05,3.0,200.0,15.0,2,2.053,2.0527,2.0521,2.0514,2.0508,2.0501,2.0494,2.0487,2.048,2.0476
2000.0,0.1,250.0,3.333e-05,3.0,200.0,15.0,3,2.1277,2.1251,2.1217,2.1182,2.1148,2.1114,2.1081,2.1047,2.1016,2.0993
2000.0,0.1,250.0,3.333e-05,3.0,400.0,15.0,1,5.9663,5.9539,5.9397,5.9253,5.9112,5.8972,5.8831,5.8688,5.8556,5.8455
2000.0,0.1,250.0,3.333e-05,3.0,400.0,15.0,2,2.053,2.0522,2.0511,2.0498,2.0486,2.0473,2.0459,2.0444,2.043,2.0424
2000.0,0.1,250.0,3.333e-05,3.0,400.0,15.0,3,2.1278,2.1224,2.1163,2.1102,2.1043,2.0986,2.093,2.0875,2.0825,2.0792
2000.0,0.1,250.0,3.333e-05,3.0,600.0,15.0,1,5.9663,5.9484,5.9284,5.9084,5.8888,5.8695,5.8502,5.8312,5.8141,5.8027
2000.0,0.1,250.0,3.333e-05,3.0,600.0,15.0,2,2.053,2.0518,2.0501,2.0483,2.0465,2.0445,2.0424,2.0402,2.0383,2.0378
2000.0,0.1,250.0,3.333e-05,3.0,600.0,15.0,3,2.1278,2.12,2.1115,2.1031,2.0953,2.0877,2.0804,2.0734,2.0675,2.0643
2000.0,0.1,250.0,3.333e-05,3.0,800.0,15.0,1,5.9665,5.9436,5.9189,5.8942,5.8701,5.8467,5.8238,5.8017,5.7819,5.7673
2000.0,0.1,250.0,3.333e-05,3.0,800.0,15.0,2,2.053,2.0514,2.0493,2.0469,2.0445,2.042,2.0393,2.0366,2.0342,2.033
2000.0,0.1,250.0,3.333e-05,3.0,800.0,15.0,3,2.1279,2.118,2.1075,2.0974,2.0879,2.0791,2.0708,2.0631,2.0566,2.0525
2000.0,0.1,250.0,3.333e-05,3.0,1000.0,15.0,1,5.9665,5.9389,5.9094,5.8801,5.8518,5.8247,5.7987,5.7744,5.7532,5.7381
2000.0,0.1,250.0,3.333e-05,3.0,1000.0,15.0,2,2.053,2.051,2.0484,2.0455,2.0426,2.0395,2.0363,2.0332,2.0305,2.0292
2000.0,0.1,250.0,3.333e-05,3.0,1000.0,15.0,3,2.128,2.116,2.1037,2.0919,2.0811,2.0712,2.0622,2.0541,2.0475,2.0438
2000.0,0.1,250.0,3.333e-05,4.0,200.0,15.0,1,5.966,5.958,5.9478,5.9375,5.9274,5.9174,5.9071,5.8966,5.8872,5.8821
2000.0,0.1,250.0,3.333e-05,4.0,200.0,15.0,2,2.0529,2.0526,2.052,2.0513,2.0506,2.0499,2.0491,2.0483,2.0476,2.0479
2000.0,0.1,250.0,3.333e-05,4.0,200.0,15.0,3,2.1277,2.124,2.1191,2.1141,2.1094,2.1048,2.1,2.0953,2.0912,2.0894
2000.0,0.1,250.0,3.333e-05,4.0,400.0,15.0,1,5.9662,5.9502,5.9318,5.9133,5.8953,5.8775,5.8595,5.8418,5.8265,5.8182
2000.0,0.1,250.0,3.333e-05,4.0,400.0,15.0,2,2.0529,2.0522,2.051,2.0496,2.0482,2.0468,2.0451,2.0433,2.042,2.0423
2000.0,0.1,250.0,3.333e-05,4.0,400.0,15.0,3,2.1278,2.1202,2.1114,2.1028,2.0947,2.087,2.0794,2.0722,2.0663,2.0641
2000.0,0.1,250.0,3.333e-05,4.0,600.0,15.0,1,5.9665,5.9434,5.918,5.8926,5.868,5.8442,5.8213,5.7997,5.7811,5.7692
2000.0,0.1,250.0,3.333e-05,4.0,600.0,15.0,2,2.0529,2.0517,2.0499,2.0479,2.0459,2.0437,2.0413,2.0388,2.0369,2.0365
2000.0,0.1,250.0,3.333e-05,4.0,600.0,15.0,3,2.128,2.117,2.105,2.0935,2.0829,2.0732,2.0643,2.0563,2.0499,2.0469
2000.0,0.1,250.0,3.333e-05,4.0,800.0,15.0,1,5.9665,5.9368,5.9048,5.873,5.8429,5.8148,5.7887,5.7652,5.7454,5.7323
2000.0,0.1,250.0,3.333e-05,4.0,800.0,15.0,2,2.053,2.0514,2.049,2.0464,2.0436,2.0407,2.0378,2.0349,2.0327,2.0322
2000.0,0.1,250.0,3.333e-05,4.0,800.0,15.0,3,2.128,2.1138,2.099,2.085,2.0727,2.0619,2.0525,2.0445,2.0383,2.0355
2000.0,0.1,250.0,3.333e-05,4.0,1000.0,15.0,1,5.9666,5.931,5.8931,5.8561,5.8219,5.7909,5.7633,5.7391,5.7189,5.7044
2000.0,0.1,250.0,3.333e-05,4.0,1000.0,15.0,2,2.053,2.051,2.0481,2.0448,2.0414,2.038,2.0347,2.0317,2.0294,2.0284
2000.0,0.1,250.0,3.333e-05,4.0,1000.0,15.0,3,2.1281,2.111,2.0938,2.078,2.0645,2.0532,2.0439,2.0363,2.0305,2.0275
2000.0,0.1,250.0,3.333e-05,5.0,200.0,15.0,1,5.9661,5.9569,5.9458,5.9344,5.9233,5.9122,5.9008,5.8892,5.8786,5.8717
2000.0,0.1,250.0,3.333e-05,5.0,200.0,15.0,2,2.0529,2.0527,2.0521,2.0515,2.0509,2.0502,2.0495,2.0487,2.0481,2.0481
2000.0,0.1,250.0,3.333e-05,5.0,200.0,15.0,3,2.1278,2.1233,2.1177,2.1119,2.1064,2.1009,2.0954,2.0899,2.0851,2.0823
2000.0,0.1,250.0,3.333e-05,5.0,400.0,15.0,1,5.9663,5.948,5.9273,5.9065,5.8862,5.8662,5.8465,5.8276,5.8118,5.8032
2000.0,0.1,250.0,3.333e-05,5.0,400.0,15.0,2,2.0529,2.0523,2.0511,2.0498,2.0485,2.0471,2.0455,2.0437,2.0424,2.0429
2000.0,0.1,250.0,3.333e-05,5.0,400.0,15.0,3,2.1279,2.1187,2.1084,2.0981,2.0885,2.0795,2.071,2.0632,2.0571,2.0548
2000.0,0.1,250.0,3.333e-05,5.0,600.0,15.0,1,5.9664,5.9401,5.9112,5.8823,5.8549,5.8291,5.8052,5.7834,5.7652,5.7536
2000.0,0.1,250.0,3.333e-05,5.0,600.0,15.0,2,2.053,2.0519,2.0502,2.0483,2.0462,2.044,2.0416,2.0393,2.0375,2.0375
2000.0,0.1,250.0,3.333e-05,5.0,600.0,15.0,3,2.128,2.1148,2.1004,2.0868,2.0745,2.0638,2.0546,2.0466,2.0406,2.0379
2000.0,0.1,250.0,3.333e-05,5.0,800.0,15.0,1,5.9664,5.9329,5.8965,5.8611,5.8286,5.7994,5.7734,5.7506,5.7314,5.7179
2000.0,0.1,250.0,3.333e-05,5.0,800.0,15.0,2,2.053,2.0515,2.0492,2.0466,2.0439,2.0411,2.0383,2.0357,2.0338,2.0331
2000.0,0.1,250.0,3.333e-05,5.0,800.0,15.0,3,2.1281,2.1111,2.0934,2.0773,2.0636,2.0524,2.0433,2.0358,2.0301,2.0272
2000.0,0.1,250.0,3.333e-05,5.0,1000.0,15.0,1,5.9665,5.926,5.8828,5.842,5.8058,5.7746,5.7478,5.7247,5.7054,5.6918
2000.0,0.1,250.0,3.333e-05,5.0,1000.0,15.0,2,2.053,2.0511,2.0483,2.0451,2.0417,2.0385,2.0355,2.0329,2.0309,2.0301
2000.0,0.1,250.0,3.333e-05,5.0,1000.0,15.0,3,2.1282,2.1076,2.087,2.0691,2.0547,2.0436,2.035,2.028,2.0228,2.0204
2000.0,0.1,350.0,3.333e-05,1.0,200.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,350.0,3.333e-05,1.0,200.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,350.0,3.333e-05,1.0,200.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,350.0,3.333e-05,1.0,400.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,350.0,3.333e-05,1.0,400.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,350.0,3.333e-05,1.0,400.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,350.0,3.333e-05,1.0,600.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,350.0,3.333e-05,1.0,600.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,350.0,3.333e-05,1.0,600.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,350.0,3.333e-05,1.0,800.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,350.0,3.333e-05,1.0,800.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,350.0,3.333e-05,1.0,800.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,350.0,3.333e-05,1.0,1000.0,15.0,1,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657,5.9657
2000.0,0.1,350.0,3.333e-05,1.0,1000.0,15.0,2,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2000.0,0.1,350.0,3.333e-05,1.0,1000.0,15.0,3,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276,2.1276
2000.0,0.1,350.0,3.333e-05,2.0,200.0,15.0,1,5.9658,5.9636,5.9603,5.9565,5.9527,5.949,5.9453,5.9415,5.9378,5.9346
2000.0,0.1,350.0,3.333e-05,2.0,200.0,15.0,2,2.053,2.0529,2.0526,2.0523,2.052,2.0517,2.0513,2.051,2.0506,2.0503
2000.0,0.1,350.0,3.333e-05,2.0,200.0,15.0,3,2.1276,2.1268,2.1257,2.1244,2.1231,2.1218,2.1205,2.1191,2.1179,2.1168
2000.0,0.1,350.0,3.333e-05,2.0,400.0,15.0,1,5.966,5.9609,5.9543,5.9474,5.9406,5.9339,5.9271,5.9202,5.9135,5.9081
2000.0,0.1,350.0,3.333e-05,2.0,400.0,15.0,2,2.053,2.0527,2.0521,2.0515,2.0509,2.0502,2.0496,2.0489,2.0482,2.0478
2000.0,0.1,350.0,3.333e-05,2.0,400.0,15.0,3,2.1277,2.1259,2.1236,2.1212,2.1189,2.1166,2.1142,2.1119,2.1096,2.108
2000.0,0.1,350.0,3.333e-05,2.0,600.0,15.0,1,5.9662,5.9583,5.949,5.9393,5.9299,5.9205,5.911,5.9014,5.8921,5.8846
2000.0,0.1,350.0,3.333e-05,2.0,600.0,15.0,2,2.053,2.0525,2.0516,2.0507,2.0498,2.0489,2.048,2.047,2.046,2.0454
2000.0,0.1,350.0,3.333e-05,2.0,600.0,15.0,3,2.1277,2.125,2.1217,2.1184,2.1151,2.1119,2.1087,2.1055,2.1025,2.1003
2000.0,0.1,350.0,3.333e-05,2.0,800.0,15.0,1,5.9663,5.9559,5.9439,5.9318,5.9198,5.908,5.896,5.8838,5.8723,5.8633
2000.0,0.1,350.0,3.333e-05,2.0,800.0,15.0,2,2.053,2.0522,2.0512,2.05,2.0488,2.0477,2.0464,2.0451,2.0439,2.0431
2000.0,0.1,350.0,3.333e-05,2.0,800.0,15.0,3,2.1277,2.1241,2.1199,2.1157,2.1117,2.1077,2.1037,2.0997,2.096,2.0935
2000.0,0.1,350.0,3.333e-05,2.0,1000.0,15.0,1,5.9663,5.9536,5.9392,5.9247,5.9105,5.8963,5.882,5.8677,5.8542,5.8437
2000.0,0.1,350.0,3.333e-05,2.0,1000.0,15.0,2,2.053,2.052,2.0507,2.0493,2.0479,2.0465,2.0449,2.0433,2.0418,2.0409
2000.0,0.1,350.0,3.333e-05,2.0,1000.0,15.0,3,2.1278,2.1234,2.1184,2.1134,2.1086,2.1039,2.0992,2.0945,2.0903,2.0875
2000.0,0.1,350.0,3.333e-05,3.0,200.0,15.0,1,5.9659,5.9622,5.9564,5.9501,5.9438,5.9378,5.9316,5.9253,5.9192,5.9142
2000.0,0.1,350.0,3.333e-05,3.0,200.0,15.0,2,2.053,2.0528,2.0525,2.052,2.0515,2.051,2.0505,2.0499,2.0494,2.0489
2000.0,0.1,350.0,3.333e-05,3.0,200.0,15.0,3,2.1276,2.126,2.1235,2.1208,2.1181,2.1155,2.1129,2.1102,2.1077,2.1056
2000.0,0.1,350.0,3.333e-05,3.0,400.0,15.0,1,5.9662,5.9572,5.9458,5.934,5.9226,5.9112,5.8997,5.888,5.877,5.8695
2000.0,0.1,350.0,3.333e-05,3.0,400.0,15.0,2,2.0529,2.0524,2.0516,2.0506,2.0496,2.0486,2.0475,2.0463,2.0453,2.0449
2000.0,0.1,350.0,3.333e-05,3.0,400.0,15.0,3,2.1278,2.124,2.1191,2.114,2.1092,2.1045,2.0997,2.095,2.0908,2.0882
2000.0,0.1,350.0,3.333e-05,3.0,600.0,15.0,1,5.9665,5.9527,5.9364,5.9199,5.9038,5.8878,5.8717,5.8555,5.8408,5.8312
2000.0,0.1,350.0,3.333e-05,3.0,600.0,15.0,2,2.0529,2.0521,2.0508,2.0493,2.0479,2.0463,2.0447,2.0429,2.0414,2.0409
2000.0,0.1,350.0,3.333e-05,3.0,600.0,15.0,3,2.1279,2.122,2.115,2.108,2.1014,2.095,2.0886,2.0824,2.077,2.0742
2000.0,0.1,350.0,3.333e-05,3.0,800.0,15.0,1,5.9667,5.9485,5.9281,5.9074,5.8872,5.8674,5.8477,5.8283,5.8106,5.7976
2000.0,0.1,350.0,3.333e-05,3.0,800.0,15.0,2,2.053,2.0519,2.0501,2.0482,2.0463,2.0443,2.0421,2.0399,2.0378,2.0368
2000.0,0.1,350.0,3.333e-05,3.0,800.0,15.0,3,2.128,2.1202,2.1115,2.1028,2.0947,2.087,2.0795,2.0724,2.0662,2.0624
2000.0,0.1,350.0,3.333e-05,3.0,1000.0,15.0,1,5.9668,5.9444,5.9197,5.895,5.8709,5.8475,5.8246,5.8025,5.7827,5.7685
2000.0,0.1,350.0,3.333e-05,3.0,1000.0,15.0,2,2.053,2.0515,2.0494,2.047,2.0446,2.0421,2.0395,2.0367,2.0343,2.0332
2000.0,0.1,350.0,3.333e-05,3.0,1000.0,15.0,3,2.1281,2.1185,2.108,2.0978,2.0883,2.0795,2.0711,2.0634,2.0568,2.053
2000.0,0.1,350.0,3.333e-05,4.0,200.0,15.0,1,5.9659,5.9609,5.9531,5.9448,5.9369,5.9291,5.9211,5.9128,5.9054,5.9014
2000.0,0.1,350.0,3.333e-05,4.0,200.0,15.0,2,2.0529,2.0528,2.0524,2.0519,2.0514,2.0508,2.0502,2.0496,2.0492,2.0492
2000.0,0.1,350.0,3.333e-05,4.0,200.0,15.0,3,2.1277,2.1254,2.1217,2.1178,2.114,2.1103,2.1066,2.1028,2.0994,2.0978
2000.0,0.1,350.0,3.333e-05,4.0,400.0,15.0,1,5.9664,5.9547,5.9401,5.9252,5.9108,5.8965,5.8818,5.8671,5.854,5.8469
2000.0,0.1,350.0,3.333e-05,4.0,400.0,15.0,2,2.0529,2.0525,2.0516,2.0506,2.0495,2.0484,2.0472,2.0458,2.0448,2.045
2000.0,0.1,350.0,3.333e-05,4.0,400.0,15.0,3,2.1278,2.1224,2.1154,2.1084,2.1017,2.0953,2.0888,2.0825,2.0772,2.0749
2000.0,0.1,350.0,3.333e-05,4.0,600.0,15.0,1,5.9668,5.9489,5.9285,5.9077,5.8875,5.8677,5.848,5.8288,5.8119,5.8008
2000.0,0.1,350.0,3.333e-05,4.0,600.0,15.0,2,2.0529,2.0522,2.0508,2.0492,2.0476,2.0459,2.0441,2.0421,2.0404,2.0401
2000.0,0.1,350.0,3.333e-05,4.0,600.0,15.0,3,2.128,2.1196,2.1099,2.1003,2.0913,2.0828,2.0747,2.067,2.0607,2.0574
2000.0,0.1,350.0,3.333e-05,4.0,800.0,15.0,1,5.9669,5.9432,5.9167,5.8902,5.8646,5.84,5.8163,5.7942,5.7753,5.7639
2000.0,0.1,350.0,3.333e-05,4.0,800.0,15.0,2,2.0529,2.0518,2.0499,2.0478,2.0456,2.0433,2.0408,2.0382,2.0362,2.0361
2000.0,0.1,350.0,3.333e-05,4.0,800.0,15.0,3,2.1281,2.1169,2.1045,2.0925,2.0815,2.0715,2.0624,2.0542,2.0478,2.0451
2000.0,0.1,350.0,3.333e-05,4.0,1000.0,15.0,1,5.9671,5.9381,5.9065,5.875,5.8451,5.8171,5.7911,5.7676,5.7476,5.7337
2000.0,0.1,350.0,3.333e-05,4.0,1000.0,15.0,2,2.053,2.0515,2.0492,2.0466,2.0438,2.0409,2.038,2.0352,2.0329,2.0321
2000.0,0.1,350.0,3.333e-05,4.0,1000.0,15.0,3,2.1283,2.1145,2.0999,2.086,2.0736,2.0627,2.0533,2.0452,2.0389,2.0355
2000.0,0.1,350.0,3.333e-05,5.0,200.0,15.0,1,5.966,5.9602,5.9515,5.9424,5.9336,5.925,5.9162,5.9071,5.8986,5.8936
2000.0,0.1,350.0,3.333e-05,5.0,200.0,15.0,2,2.0529,2.0528,2.0525,2.0521,2.0516,2.0511,2.0505,2.05,2.0495,2.0495
2000.0,0.1,350.0,3.333e-05,5.0,200.0,15.0,3,2.1277,2.1249,2.1206,2.116,2.1116,2.1073,2.1029,2.0985,2.0945,2.0922
2000.0,0.1,350.0,3.333e-05,5.0,400.0,15.0,1,5.9665,5.9529,5.9363,5.9195,5.9031,5.8869,5.8703,5.8539,5.8401,5.8344
2000.0,0.1,350.0,3.333e-05,5.0,400.0,15.0,2,2.0528,2.0526,2.0517,2.0507,2.0497,2.0487,2.0474,2.0461,2.0452,2.0461
2000.0,0.1,350.0,3.333e-05,5.0,400.0,15.0,3,2.1279,2.1212,2.1129,2.1045,2.0966,2.0889,2.0813,2.074,2.0683,2.0668
2000.0,0.1,350.0,3.333e-05,5.0,600.0,15.0,1,5.9668,5.9461,5.9226,5.8988,5.8758,5.8535,5.8319,5.8116,5.7948,5.7859
