tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g23_phi_1,g23_Phi,g23_phi_2,g24_phi_1,g24_Phi,g24_phi_2,g25_phi_1,g25_Phi,g25_phi_2,g26_phi_1,g26_Phi,g26_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g28_phi_1,g28_Phi,g28_phi_2,g29_phi_1,g29_Phi,g29_phi_2,g30_phi_1,g30_Phi,g30_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g32_phi_1,g32_Phi,g32_phi_2,g33_phi_1,g33_Phi,g33_phi_2,g34_phi_1,g34_Phi,g34_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g36_phi_1,g36_Phi,g36_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g38_phi_1,g38_Phi,g38_phi_2,g39_phi_1,g39_Phi,g39_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g41_phi_1,g41_Phi,g41_phi_2,g42_phi_1,g42_Phi,g42_phi_2,g43_phi_1,g43_Phi,g43_phi_2,g44_phi_1,g44_Phi,g44_phi_2,g45_phi_1,g45_Phi,g45_phi_2,g46_phi_1,g46_Phi,g46_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g48_phi_1,g48_Phi,g48_phi_2,g49_phi_1,g49_Phi,g49_phi_2,g50_phi_1,g50_Phi,g50_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g52_phi_1,g52_Phi,g52_phi_2,g53_phi_1,g53_Phi,g53_phi_2
400.0,16.0,100.0,3.333e-05,1.0,4.867,0.41105,3.9697,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
400.0,16.0,100.0,3.333e-05,2.0,4.9805,0.35345,0.72677,5.292,1.5043,1.0434,4.1435,0.55743,1.7318,5.1579,1.3707,1.1888,4.5493,0.49136,1.8018,4.3639,0.51872,1.7389,5.5987,1.3765,1.0841,5.9852,0.28568,0.82916,5.6853,1.2165,0.62418,5.7064,0.63118,6.2391,5.0828,1.379,1.1863,5.4643,0.98202,0.36079,6.2446,0.25531,0.44267,5.4672,1.2957,1.2101,4.3386,0.40328,1.9171,5.6779,0.36904,0.80793,4.2477,0.94997,2.0238,4.4735,1.2095,1.9861,5.638,0.43745,0.94732,5.298,1.4436,1.0663,3.7756,0.39056,2.0504,6.0434,0.9148,6.2381,4.5003,0.48088,1.8857,5.1037,0.81854,0.29438,5.4299,1.2802,1.1905,5.4645,1.2277,1.0165,5.1627,1.3181,1.2233,5.6421,0.97612,0.91645,5.3518,1.2343,1.0657,5.153,1.4111,0.49689,4.4549,0.39391,1.7576,5.1982,1.416,1.2083,5.8112,0.31426,6.1686,4.6824,1.0693,0.51646,5.9229,0.42887,0.73275,4.6483,1.2643,1.8801,4.6881,0.55834,1.9286,5.9671,0.8505,6.1123,5.5931,1.4363,1.0225,5.2016,1.4482,1.1759,5.7225,0.14335,0.97252,5.8463,0.20667,0.68137,4.4915,0.32786,2.0036,5.5802,1.3951,0.14085,4.4004,0.65271,1.7821,5.6237,1.3596,1.0592,5.5909,0.76422,0.99586,4.6487,0.98027,1.6201,4.2473,0.90214,1.7923,4.6546,1.1868,0.66788,4.4926,0.58782,1.6524,4.3781,0.52706,1.7263,4.4806,1.2628,0.68607,6.2762,0.4143,0.38898
400.0,16.0,100.0,3.333e-05,4.0,5.0185,0.29441,0.67109,5.2849,1.5088,1.0812,4.2267,0.56252,1.7231,5.1308,1.344,1.211,4.4816,0.51532,1.8329,4.4128,0.53811,1.7144,5.5976,1.3353,1.0872,6.1816,0.26596,0.64495,5.7379,1.2057,0.64074,5.6749,0.63211,6.2562,5.0595,1.3631,1.2056,5.5221,0.92729,0.29017,0.094427,0.26021,0.3311,5.4766,1.271,1.1954,4.3281,0.43384,1.9237,5.6615,0.36568,0.82363,4.2329,0.93458,1.9872,4.5048,1.2216,1.8996,5.6253,0.42261,0.93058,5.2764,1.4223,1.1064,3.7272,0.37541,2.1198,6.0147,0.91578,6.2427,4.4212,0.50363,1.9264,5.178,0.81518,0.20725,5.435,1.2524,1.1839,5.4706,1.1926,1.0272,5.1385,1.2824,1.2446,5.6321,0.98705,0.91782,5.3492,1.1913,1.0885,5.1212,1.4287,0.46739,4.4657,0.42274,1.7462,5.1773,1.3967,1.2155,5.7345,0.3223,6.2265,4.6073,1.0681,0.51791,6.0162,0.42518,0.62609,4.6671,1.2915,1.8393,4.6106,0.51904,1.9326,5.9262,0.87277,6.1347,5.5853,1.3787,1.0408,5.1875,1.4389,1.1838,5.9389,0.13513,0.77819,5.9189,0.21868,0.63306,4.4788,0.32696,2.014,5.5742,1.3726,0.095462,4.3998,0.6641,1.7783,5.6266,1.322,1.061,5.5364,0.78987,1.0013,4.6547,0.96741,1.6004,4.2458,0.90191,1.7973,4.589,1.2209,0.67723,4.5101,0.60369,1.6492,4.4237,0.54628,1.7051,4.4646,1.2734,0.69514,0.1079,0.42826,0.28909
400.0,16.0,100.0,3.333e-05,8.0,5.0267,0.27304,0.65487,5.2788,1.5018,1.0886,4.2907,0.57428,1.6949,5.1089,1.3223,1.2266,4.4162,0.53502,1.885,4.4377,0.54333,1.6988,5.604,1.3191,1.0867,6.244,0.26132,0.58846,5.7567,1.2089,0.63291,5.6561,0.62902,6.2717,5.0447,1.3501,1.2171,5.5326,0.89002,0.26393,0.14489,0.2637,0.29218,5.4924,1.2624,1.1937,4.3069,0.44189,1.9482,5.641,0.35873,0.84227,4.2252,0.93122,1.9918,4.5308,1.1939,1.8467,5.5963,0.41808,0.95364,5.2674,1.4011,1.119,3.7337,0.36673,2.1132,6.0033,0.91734,6.2565,4.3546,0.52666,1.9791,5.2003,0.81378,0.19012,5.4453,1.2429,1.1843,5.4768,1.1851,1.0259,5.1108,1.2548,1.2644,5.6304,0.99306,0.91776,5.353,1.1796,1.0907,5.1296,1.4275,0.45579,4.4589,0.4266,1.7562,5.1609,1.3813,1.2262,5.6989,0.3228,6.2548,4.5553,1.0687,0.53276,6.0351,0.4163,0.60971,4.6828,1.284,1.8246,4.5574,0.52812,1.9495,5.8968,0.89238,6.1573,5.5886,1.3511,1.0438,5.1779,1.429,1.192,6.0165,0.13684,0.71163,5.9559,0.2247,0.60626,4.4532,0.33397,2.0412,5.5744,1.3626,0.094474,4.3968,0.66756,1.7832,5.6343,1.31,1.0592,5.5213,0.79793,1.0072,4.6554,0.96584,1.5989,4.2429,0.9036,1.7992,4.5654,1.2306,0.68365,4.5144,0.60708,1.6481,4.445,0.55128,1.6922,4.4591,1.2798,0.69789,0.17387,0.43832,0.23618
400.0,16.0,100.0,3.333e-05,16.0,5.0209,0.27489,0.65895,5.2743,1.4874,1.096,4.3121,0.57426,1.6804,5.0987,1.3055,1.2398,4.3914,0.54184,1.9132,4.4488,0.54373,1.6896,5.6132,1.3173,1.0843,6.2497,0.25838,0.58636,5.7615,1.2128,0.62419,5.6384,0.6276,0.0056405,5.0333,1.3359,1.2299,5.5243,0.88802,0.27312,0.14661,0.26111,0.29602,5.5048,1.2626,1.1943,4.3056,0.43989,1.9537,5.6369,0.35404,0.84812,4.2178,0.93106,2.0009,4.5416,1.1692,1.8198,5.5858,0.41422,0.96438,5.2626,1.3777,1.1287,3.7329,0.36,2.1087,5.9986,0.91897,6.2652,4.3398,0.53339,1.998,5.206,0.80846,0.19104,5.4556,1.2427,1.1844,5.4828,1.1843,1.0223,5.1165,1.2496,1.2694,5.6269,0.99899,0.91754,5.3596,1.1778,1.0878,5.1449,1.4225,0.44385,4.4568,0.42373,1.7604,5.1551,1.3693,1.2378,5.6667,0.32322,0.00083454,4.5483,1.0739,0.53115,6.0548,0.4093,0.59664,4.6966,1.2732,1.8076,4.5349,0.53799,1.9641,5.8883,0.88689,6.1714,5.5985,1.3468,1.0402,5.1692,1.4152,1.202,6.003,0.13714,0.7307,5.959,0.21925,0.60748,4.4399,0.33969,2.0589,5.5754,1.3554,0.099457,4.3945,0.66987,1.7878,5.6423,1.3089,1.0564,5.5132,0.80174,1.0099,4.6546,0.96657,1.5996,4.2417,0.90604,1.8007,4.5522,1.2368,0.68557,4.5177,0.60822,1.6461,4.4549,0.55175,1.6841,4.4521,1.2861,0.69959,0.18944,0.43268,0.22718
400.0,16.0,100.0,3.333e-05,32.0,4.8672,0.4109,0.82778,5.2974,1.4933,0.97128,4.1304,0.57244,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33528,0.98221,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43637,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.9759,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99791,3.8291,0.42912,1.9485,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0447,0.83756,0.40168,5.4261,1.3024,1.1978,5.4518,1.2559,0.98053,5.168,1.3422,1.2037,5.662,0.9542,0.93576,5.3444,1.2593,1.0195,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7329,1.0491,0.55678,5.8491,0.46031,0.84966,4.6263,1.2158,1.9434,4.7416,0.60861,1.9432,6.0073,0.84212,6.0859,5.582,1.4709,0.98038,5.2102,1.4599,1.1492,5.6068,0.15897,1.0728,5.775,0.20791,0.71715,4.5213,0.35139,1.9858,5.5532,1.4116,0.2118,4.398,0.64052,1.7902,5.6173,1.3881,1.0519,5.6189,0.74602,1.0458,4.6464,0.98534,1.656,4.2467,0.89461,1.7719,4.7169,1.1416,0.68704,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5128,1.2378,0.69147,6.1911,0.42025,0.47232
800.0,0.5,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,4.1219,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
800.0,0.5,100.0,3.333e-05,2.0,4.9815,0.35319,0.7256,5.2917,1.5042,1.044,4.1436,0.55742,1.7323,5.1576,1.3708,1.1894,4.5491,0.4914,1.8022,4.364,0.51857,1.7393,5.5987,1.3764,1.0845,5.9858,0.28565,0.82852,5.6857,1.2165,0.62404,5.7061,0.63121,6.2396,5.0824,1.379,1.1869,5.4647,0.9819,0.36025,6.2442,0.25543,0.44293,5.4671,1.2958,1.2104,4.3386,0.40329,1.9174,5.6766,0.36898,0.80957,4.2473,0.94986,2.024,4.4733,1.2093,1.9856,5.6378,0.43713,0.94731,5.2979,1.4434,1.0669,3.7743,0.39003,2.052,6.0426,0.91485,6.2383,4.5001,0.48098,1.8861,5.1041,0.81835,0.29397,5.4299,1.2803,1.1909,5.4646,1.2276,1.0168,5.1625,1.3184,1.2238,5.6422,0.9761,0.91651,5.3519,1.2343,1.066,5.1531,1.411,0.4965,4.4552,0.39368,1.7578,5.1977,1.4158,1.2092,5.8107,0.31431,6.1693,4.6821,1.0693,0.51633,5.9237,0.42869,0.73195,4.6485,1.2645,1.8795,4.6878,0.55821,1.9285,5.9668,0.85077,6.1132,5.5933,1.436,1.0228,5.2011,1.448,1.1768,5.7224,0.14352,0.97251,5.8471,0.20678,0.68136,4.4926,0.32757,2.0027,5.5803,1.3949,0.14084,4.4003,0.65276,1.7825,5.6238,1.3595,1.0595,5.5908,0.76417,0.99592,4.6484,0.98024,1.6203,4.2471,0.90239,1.7929,4.6544,1.187,0.66791,4.4926,0.58776,1.6529,4.3782,0.52692,1.7267,4.4806,1.263,0.68608,6.2764,0.41436,0.38871
800.0,0.5,100.0,3.333e-05,4.0,5.0213,0.29355,0.6672,5.2839,1.5084,1.0822,4.228,0.56437,1.7237,5.1292,1.3431,1.2121,4.4805,0.51565,1.8341,4.4128,0.53846,1.7161,5.5977,1.3347,1.0879,6.1837,0.26612,0.64321,5.7381,1.2061,0.64133,5.675,0.63217,6.2564,5.0579,1.3624,1.2065,5.5224,0.92727,0.28891,0.095251,0.26082,0.33028,5.4765,1.2711,1.1961,4.3277,0.4344,1.9249,5.6588,0.36537,0.82664,4.2326,0.93432,1.9875,4.5046,1.2204,1.8991,5.6227,0.4223,0.93291,5.2751,1.4209,1.1076,3.7233,0.37498,2.1244,6.013,0.91595,6.2434,4.4198,0.50428,1.9277,5.1792,0.8149,0.20644,5.4348,1.2524,1.1846,5.4706,1.1925,1.0274,5.1373,1.2819,1.2456,5.6325,0.9868,0.91792,5.3492,1.1909,1.0888,5.1215,1.4284,0.46801,4.4658,0.42303,1.7473,5.1756,1.3959,1.2164,5.7353,0.32253,6.226,4.605,1.068,0.52008,6.0178,0.42526,0.62481,4.6674,1.2915,1.8387,4.6104,0.51938,1.9325,5.9246,0.8734,6.1367,5.5853,1.3774,1.0411,5.186,1.4382,1.1846,5.9421,0.13572,0.77479,5.9208,0.21964,0.63181,4.4799,0.32714,2.0131,5.5742,1.3725,0.095697,4.3993,0.6641,1.7795,5.6268,1.3217,1.0616,5.5364,0.78988,1.0018,4.6541,0.96734,1.6007,4.2455,0.90216,1.7977,4.5885,1.2214,0.67853,4.5096,0.60376,1.6508,4.4236,0.54662,1.7068,4.4649,1.2736,0.69515,0.11005,0.42905,0.28736
800.0,0.5,100.0,3.333e-05,8.0,5.0309,0.27209,0.6489,5.2774,1.5006,1.0896,4.2913,0.57847,1.6958,5.1063,1.3213,1.2274,4.4144,0.53537,1.8867,4.4325,0.5443,1.7056,5.6051,1.3193,1.0871,6.2417,0.26101,0.59112,5.7547,1.2091,0.63434,5.6567,0.62898,6.2712,5.0429,1.3494,1.2176,5.5339,0.89106,0.2633,0.14375,0.26295,0.29278,5.4926,1.2629,1.1944,4.3056,0.44283,1.9508,5.6381,0.35835,0.84534,4.2245,0.93062,1.9921,4.5287,1.1936,1.8495,5.5934,0.41757,0.95612,5.2654,1.3994,1.1202,3.7308,0.3666,2.1173,6.0015,0.91751,6.2577,4.3528,0.52695,1.9812,5.2015,0.81262,0.18955,5.4458,1.2436,1.1849,5.4767,1.1853,1.0258,5.1079,1.2531,1.2658,5.6309,0.99275,0.91771,5.3531,1.1799,1.0902,5.1306,1.4267,0.45805,4.4579,0.4272,1.759,5.1584,1.3803,1.2267,5.7016,0.32279,6.2524,4.5504,1.069,0.53692,6.0336,0.41609,0.61078,4.6831,1.2844,1.8237,4.5593,0.52756,1.9496,5.8944,0.89302,6.1593,5.589,1.3499,1.0433,5.176,1.4283,1.1925,6.0121,0.13658,0.7152,5.9576,0.22632,0.60519,4.4547,0.3339,2.0398,5.5747,1.3628,0.094721,4.3958,0.66761,1.7849,5.635,1.3102,1.0595,5.5225,0.79803,1.0074,4.6546,0.96563,1.5988,4.2426,0.90383,1.7995,4.5668,1.2317,0.68585,4.5123,0.60734,1.6513,4.4402,0.55215,1.6985,4.4596,1.28,0.69785,0.17762,0.43953,0.2331
800.0,0.5,100.0,3.333e-05,16.0,5.025,0.27418,0.65358,5.2725,1.4841,1.0972,4.3095,0.57839,1.6819,5.0955,1.304,1.2404,4.3905,0.54125,1.9147,4.4401,0.54522,1.6998,5.615,1.318,1.0842,6.2439,0.25742,0.59248,5.7583,1.2128,0.62559,5.639,0.62756,0.0048853,5.0311,1.3349,1.2304,5.5269,0.89043,0.27385,0.1421,0.25869,0.29931,5.5053,1.2636,1.1947,4.3034,0.44103,1.9575,5.6358,0.35347,0.84965,4.2164,0.93014,2.0015,4.5368,1.1698,1.827,5.5851,0.4131,0.96515,5.2603,1.375,1.13,3.7297,0.36001,2.1128,5.9967,0.91917,6.2667,4.34,0.53185,1.9994,5.2077,0.80644,0.19019,5.4566,1.2437,1.1846,5.4829,1.1847,1.0215,5.1157,1.2489,1.2702,5.6274,0.99884,0.91732,5.3601,1.1783,1.0864,5.1467,1.4209,0.44756,4.4543,0.42451,1.7648,5.1535,1.3684,1.2376,5.6696,0.32321,6.2813,4.5427,1.073,0.53399,6.053,0.40881,0.59784,4.6969,1.2737,1.8061,4.5383,0.5351,1.9654,5.8867,0.88668,6.1723,5.5991,1.3468,1.0388,5.1669,1.4138,1.2024,5.9896,0.13607,0.74266,5.9632,0.22097,0.60417,4.4423,0.33892,2.0572,5.5761,1.3553,0.099521,4.393,0.6701,1.7898,5.6434,1.3094,1.0564,5.5145,0.80187,1.0102,4.6537,0.9663,1.5992,4.2415,0.90628,1.8006,4.5562,1.2381,0.68764,4.5144,0.60885,1.6503,4.4471,0.55315,1.6933,4.4524,1.2864,0.6995,0.18982,0.43195,0.22654
800.0,0.5,100.0,3.333e-05,32.0,4.8672,0.41088,0.82776,5.2974,1.4933,0.97128,4.1304,0.57245,1.6642,5.1661,1.3871,1.1575,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8534,0.33527,0.98218,5.6194,1.2572,0.61651,5.7375,0.62908,6.2208,5.093,1.385,1.1479,5.3858,1.0223,0.43636,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6885,0.37078,0.7965,4.2751,0.97589,2.0794,4.4562,1.1817,2.0699,5.6157,0.46704,1.0269,5.3008,1.447,0.99792,3.8291,0.42911,1.9485,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0447,0.83756,0.40166,5.4261,1.3024,1.1978,5.4518,1.2559,0.98054,5.168,1.3422,1.2037,5.662,0.95421,0.93576,5.3444,1.2593,1.0196,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7329,1.0492,0.55679,5.8491,0.4603,0.84964,4.6263,1.2158,1.9433,4.7416,0.60861,1.9432,6.0073,0.84212,6.0859,5.582,1.4709,0.98038,5.2102,1.4599,1.1492,5.6068,0.15897,1.0728,5.775,0.20791,0.71717,4.5213,0.35139,1.9858,5.5532,1.4116,0.21178,4.398,0.64053,1.7902,5.6173,1.3881,1.0519,5.6189,0.74603,1.0458,4.6464,0.98533,1.656,4.2467,0.89461,1.7719,4.7168,1.1416,0.68704,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5127,1.2378,0.69148,6.1911,0.42025,0.47232
800.0,1.0,100.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
800.0,1.0,100.0,3.333e-05,2.0,4.9802,0.35389,0.72675,5.2917,1.5042,1.043,4.1433,0.55751,1.7316,5.1577,1.3709,1.1888,4.5498,0.49175,1.8022,4.3639,0.51863,1.7392,5.5987,1.3766,1.0843,5.984,0.28629,0.83054,5.6849,1.2169,0.62384,5.7062,0.63122,6.2394,5.0826,1.379,1.1862,5.4636,0.98254,0.36119,6.2431,0.25554,0.44427,5.4671,1.2957,1.2104,4.3393,0.40354,1.9169,5.6755,0.36944,0.81124,4.2478,0.9502,2.0245,4.4731,1.2091,1.9868,5.637,0.43773,0.94906,5.2979,1.4436,1.0659,3.7753,0.39053,2.0503,6.0432,0.91482,6.2382,4.5009,0.48148,1.886,5.1032,0.81867,0.29525,5.4299,1.2803,1.1908,5.4645,1.2278,1.0165,5.1626,1.3184,1.2234,5.6424,0.97577,0.91688,5.3518,1.2345,1.0655,5.1538,1.4106,0.49675,4.4556,0.39392,1.7576,5.1979,1.4159,1.2085,5.8114,0.31426,6.1685,4.6829,1.069,0.51682,5.9222,0.42921,0.73409,4.6481,1.2637,1.8804,4.6887,0.55893,1.9285,5.9669,0.85062,6.1129,5.5932,1.4364,1.0224,5.2013,1.4481,1.176,5.721,0.14378,0.9741,5.8441,0.20688,0.68465,4.4933,0.32878,2.0025,5.5799,1.3952,0.14174,4.4004,0.65282,1.7826,5.6238,1.3597,1.0593,5.5911,0.7639,0.99663,4.6484,0.98011,1.6209,4.2471,0.90236,1.7928,4.6552,1.1863,0.66805,4.4927,0.58779,1.6528,4.3781,0.52697,1.7266,4.4809,1.2626,0.68627,6.2753,0.41451,0.39019
800.0,1.0,100.0,3.333e-05,4.0,5.0203,0.29452,0.66835,5.2841,1.5084,1.0807,4.2266,0.56367,1.7237,5.1302,1.344,1.2109,4.482,0.51581,1.8339,4.413,0.53854,1.7157,5.5977,1.3348,1.0877,6.182,0.2666,0.6449,5.7379,1.2064,0.6407,5.6745,0.63225,6.2567,5.059,1.3631,1.2052,5.5213,0.92852,0.2906,0.093587,0.26092,0.33238,5.4764,1.2707,1.1961,4.3291,0.43422,1.924,5.6579,0.36584,0.82831,4.2329,0.9345,1.988,4.504,1.2203,1.9012,5.6221,0.4231,0.93507,5.2759,1.4219,1.1061,3.7257,0.37536,2.121,6.0138,0.9159,6.2431,4.422,0.50433,1.9269,5.1785,0.81523,0.20743,5.4348,1.2522,1.1846,5.4706,1.1925,1.0273,5.1377,1.2824,1.2448,5.6325,0.98664,0.91822,5.3491,1.1911,1.0886,5.1225,1.4279,0.46801,4.4664,0.42295,1.7469,5.1766,1.3967,1.2155,5.7353,0.3225,6.2258,4.6071,1.0678,0.51964,6.0127,0.42523,0.6305,4.667,1.2901,1.8401,4.612,0.52029,1.9324,5.9253,0.87277,6.1358,5.5853,1.3781,1.0408,5.1869,1.4388,1.1836,5.9396,0.13604,0.7777,5.9149,0.21936,0.63775,4.4802,0.3285,2.0134,5.574,1.3727,0.096541,4.3996,0.6643,1.7795,5.6268,1.3216,1.0614,5.5366,0.78948,1.0023,4.6541,0.96723,1.6012,4.2455,0.90218,1.7979,4.589,1.2207,0.67839,4.5098,0.60393,1.6506,4.4238,0.54671,1.7064,4.465,1.2734,0.69537,0.10745,0.42887,0.29034
