tau_sat,b,tau_0,gamma_0,n,g0_phi_1,g0_Phi,g0_phi_2,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2,g23_phi_1,g23_Phi,g23_phi_2,g24_phi_1,g24_Phi,g24_phi_2,g25_phi_1,g25_Phi,g25_phi_2,g26_phi_1,g26_Phi,g26_phi_2,g27_phi_1,g27_Phi,g27_phi_2,g28_phi_1,g28_Phi,g28_phi_2,g29_phi_1,g29_Phi,g29_phi_2,g30_phi_1,g30_Phi,g30_phi_2,g31_phi_1,g31_Phi,g31_phi_2,g32_phi_1,g32_Phi,g32_phi_2,g33_phi_1,g33_Phi,g33_phi_2,g34_phi_1,g34_Phi,g34_phi_2,g35_phi_1,g35_Phi,g35_phi_2,g36_phi_1,g36_Phi,g36_phi_2,g37_phi_1,g37_Phi,g37_phi_2,g38_phi_1,g38_Phi,g38_phi_2,g39_phi_1,g39_Phi,g39_phi_2,g40_phi_1,g40_Phi,g40_phi_2,g41_phi_1,g41_Phi,g41_phi_2,g42_phi_1,g42_Phi,g42_phi_2,g43_phi_1,g43_Phi,g43_phi_2,g44_phi_1,g44_Phi,g44_phi_2,g45_phi_1,g45_Phi,g45_phi_2,g46_phi_1,g46_Phi,g46_phi_2,g47_phi_1,g47_Phi,g47_phi_2,g48_phi_1,g48_Phi,g48_phi_2,g49_phi_1,g49_Phi,g49_phi_2,g50_phi_1,g50_Phi,g50_phi_2,g51_phi_1,g51_Phi,g51_phi_2,g52_phi_1,g52_Phi,g52_phi_2,g53_phi_1,g53_Phi,g53_phi_2
800.0,4.0,400.0,3.333e-05,16.0,5.0267,0.27438,0.6529,5.2756,1.4938,1.0914,4.3168,0.57148,1.6799,5.106,1.3124,1.2348,4.3929,0.54428,1.9165,4.4593,0.54367,1.6806,5.6102,1.3132,1.086,6.2638,0.26069,0.57186,5.7668,1.2133,0.62089,5.6369,0.62835,0.0062517,5.0389,1.3414,1.2245,5.5184,0.89164,0.27411,0.1541,0.26618,0.29244,5.5044,1.2581,1.1955,4.3106,0.43863,1.9503,5.6219,0.3558,0.86478,4.2204,0.9308,2.0006,4.5442,1.1692,1.8203,5.5712,0.41873,0.98125,5.2665,1.3848,1.124,3.7375,0.35993,2.1027,5.9996,0.91893,6.2652,4.3471,0.53603,1.9939,5.2063,0.81311,0.18919,5.4537,1.2383,1.186,5.4819,1.1817,1.0255,5.1084,1.248,1.2698,5.6275,0.99779,0.91947,5.3567,1.1755,1.0923,5.1426,1.426,0.43967,4.4602,0.42266,1.7584,5.1595,1.3745,1.2349,5.6679,0.32358,6.2814,4.5538,1.0757,0.53606,6.0313,0.40926,0.62168,4.6946,1.2683,1.8149,4.5334,0.54715,1.9599,5.8878,0.8867,6.1734,5.5955,1.3436,1.0436,5.1736,1.4209,1.1985,6.0272,0.14066,0.70999,5.9214,0.21721,0.64387,4.4377,0.34607,2.0612,5.5752,1.356,0.10171,4.3969,0.67102,1.7879,5.6407,1.305,1.058,5.5127,0.79991,1.0119,4.6551,0.96514,1.6018,4.2417,0.90582,1.8025,4.549,1.2337,0.68491,4.5225,0.60885,1.6435,4.4645,0.55174,1.6761,4.4529,1.2853,0.70135,0.19157,0.43795,0.22822
800.0,4.0,400.0,3.333e-05,32.0,5.0194,0.27763,0.65882,5.2733,1.4815,1.0974,4.3308,0.57101,1.6683,5.1007,1.3011,1.245,4.3776,0.54891,1.9345,4.4678,0.54363,1.6727,5.616,1.3129,1.0843,6.2629,0.25861,0.57575,5.7659,1.216,0.6171,5.6246,0.62757,0.018735,5.0314,1.3305,1.2346,5.5119,0.89163,0.28342,0.15333,0.26405,0.29681,5.5126,1.259,1.1959,4.3103,0.437,1.953,5.6219,0.35269,0.86677,4.2156,0.93124,2.0072,4.55,1.1611,1.8077,5.5653,0.41617,0.98749,5.2638,1.3659,1.1315,3.735,0.35557,2.1008,5.9976,0.92004,6.2704,4.3366,0.54077,2.0073,5.2088,0.80944,0.19147,5.4605,1.2388,1.1861,5.4854,1.1818,1.0232,5.1164,1.246,1.2728,5.6247,1.0018,0.91919,5.3611,1.1749,1.0903,5.1536,1.4232,0.43069,4.4594,0.42064,1.7599,5.1558,1.3656,1.2444,5.6445,0.32418,0.020151,4.5486,1.0799,0.53646,6.0488,0.40483,0.60948,4.7037,1.2602,1.8022,4.5181,0.55465,1.9698,5.8821,0.88387,6.1832,5.602,1.3416,1.0409,5.1684,1.4102,1.2064,6.0133,0.14022,0.72748,5.9247,0.2134,0.64338,4.4298,0.34943,2.0726,5.5757,1.3509,0.10533,4.3955,0.67241,1.7907,5.6455,1.3051,1.0562,5.5073,0.80253,1.0135,4.6546,0.96613,1.6027,4.2411,0.90777,1.8035,4.5403,1.2383,0.68661,4.5253,0.60936,1.6411,4.472,0.55172,1.6693,4.4478,1.2896,0.70238,0.20377,0.43442,0.22076
800.0,8.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
800.0,8.0,400.0,3.333e-05,2.0,4.9754,0.35611,0.73083,5.292,1.5044,1.039,4.1425,0.55777,1.7289,5.1588,1.3712,1.1859,4.5522,0.49302,1.8016,4.3635,0.51922,1.7385,5.5987,1.377,1.0831,5.9782,0.28805,0.83725,5.6826,1.2181,0.6234,5.7063,0.6312,6.2388,5.0839,1.3792,1.1827,5.4603,0.9844,0.36426,6.2398,0.25558,0.44884,5.4672,1.2951,1.2098,4.3412,0.40385,1.9154,5.674,0.37062,0.81389,4.2493,0.95124,2.0259,4.4726,1.2083,1.9905,5.6343,0.44004,0.95534,5.2981,1.4443,1.0624,3.7795,0.39248,2.0435,6.0461,0.91465,6.2376,4.5041,0.48305,1.8851,5.1007,0.81966,0.29923,5.43,1.2799,1.1901,5.4641,1.2284,1.0154,5.1634,1.3184,1.2213,5.6429,0.97495,0.91805,5.3515,1.2351,1.064,5.1556,1.4096,0.49773,4.4558,0.39463,1.757,5.1995,1.4171,1.2052,5.8132,0.31403,6.1659,4.6854,1.0681,0.51869,5.9163,0.43083,0.74243,4.6469,1.2608,1.8841,4.6916,0.56119,1.9284,5.9676,0.84953,6.1105,5.5928,1.4376,1.0206,5.2029,1.4493,1.1722,5.7155,0.14432,0.98064,5.8333,0.20706,0.69452,4.494,0.33314,2.003,5.5786,1.396,0.14429,4.401,0.65318,1.7823,5.6237,1.36,1.0583,5.5919,0.76332,0.9988,4.6485,0.97954,1.6225,4.2473,0.902,1.7924,4.6574,1.1844,0.66853,4.4927,0.58817,1.6523,4.3778,0.52752,1.7259,4.4819,1.2615,0.68707,6.2716,0.41451,0.39568
800.0,8.0,400.0,3.333e-05,4.0,5.0158,0.29886,0.67464,5.2856,1.5092,1.0759,4.2201,0.55931,1.7239,5.1353,1.348,1.2062,4.4885,0.51584,1.8313,4.4123,0.53834,1.7133,5.5981,1.3363,1.086,6.1714,0.26757,0.65476,5.737,1.2064,0.63748,5.6727,0.63234,6.2575,5.0641,1.3662,1.2004,5.5176,0.93212,0.29668,0.084487,0.25998,0.34289,5.4766,1.27,1.1952,4.3336,0.43289,1.9201,5.6581,0.36742,0.82997,4.234,0.93523,1.9892,4.5029,1.2212,1.9074,5.6224,0.42562,0.93946,5.2797,1.4265,1.1008,3.7363,0.37669,2.1069,6.0183,0.91556,6.2418,4.4311,0.5037,1.9227,5.1745,0.81629,0.2114,5.4351,1.2516,1.1833,5.4707,1.1928,1.0269,5.1412,1.2853,1.241,5.6321,0.98673,0.91916,5.3492,1.1924,1.0878,5.1246,1.427,0.46687,4.4672,0.42219,1.7449,5.1816,1.4004,1.2118,5.734,0.32195,6.2259,4.6162,1.0676,0.51599,5.9959,0.42486,0.64897,4.666,1.2858,1.8446,4.6164,0.52274,1.9326,5.9295,0.8697,6.1311,5.5859,1.3823,1.0394,5.1911,1.4417,1.18,5.9209,0.13622,0.79782,5.8926,0.21728,0.65903,4.4794,0.33237,2.0156,5.5737,1.3732,0.098842,4.401,0.66535,1.7784,5.6269,1.3224,1.06,5.5373,0.7884,1.0031,4.6544,0.96654,1.6025,4.2458,0.90189,1.7982,4.591,1.2184,0.67621,4.5111,0.60465,1.6485,4.4235,0.54658,1.7039,4.4646,1.2731,0.6964,0.09527,0.42648,0.30316
800.0,8.0,400.0,3.333e-05,8.0,5.0264,0.27476,0.65648,5.2806,1.505,1.0839,4.2909,0.56838,1.6943,5.1166,1.3284,1.2214,4.4213,0.53605,1.8849,4.4466,0.54307,1.6894,5.6015,1.3169,1.0868,6.2496,0.26321,0.58233,5.7612,1.2092,0.62919,5.6536,0.6297,6.273,5.0505,1.3543,1.2121,5.5274,0.89622,0.26956,0.14493,0.2664,0.29521,5.4917,1.2593,1.1937,4.3143,0.43977,1.9419,5.6349,0.36075,0.85085,4.2271,0.93157,1.9921,4.5305,1.1949,1.8521,5.5912,0.42173,0.96322,5.272,1.4071,1.1136,3.7396,0.36724,2.1042,6.0061,0.91724,6.2551,4.3685,0.52592,1.971,5.1989,0.81743,0.19022,5.4437,1.2397,1.1845,5.4764,1.1833,1.0277,5.112,1.2581,1.2609,5.6303,0.9925,0.91949,5.3512,1.1782,1.0934,5.1289,1.4287,0.45225,4.4627,0.42517,1.7522,5.1676,1.3867,1.2227,5.6969,0.32322,6.255,4.5688,1.0692,0.53012,6.0163,0.41641,0.63116,4.681,1.2786,1.831,4.5586,0.53297,1.948,5.9008,0.88969,6.1545,5.5867,1.3513,1.0454,5.1824,1.4329,1.1887,6.0237,0.13917,0.70733,5.9203,0.22105,0.64064,4.4526,0.33924,2.0428,5.5739,1.3626,0.096467,4.3991,0.66896,1.7824,5.6329,1.3076,1.0593,5.5198,0.7963,1.0092,4.6558,0.9646,1.601,4.2433,0.90335,1.8006,4.563,1.2275,0.68178,4.5192,0.60803,1.6444,4.4536,0.55115,1.6834,4.4591,1.2792,0.69951,0.16518,0.43939,0.24653
800.0,8.0,400.0,3.333e-05,16.0,5.0266,0.27461,0.65322,5.2757,1.4945,1.0913,4.3169,0.57083,1.6796,5.1064,1.3127,1.2349,4.3933,0.54415,1.9164,4.4626,0.54336,1.6769,5.6094,1.3127,1.0859,6.2656,0.26077,0.57017,5.7673,1.2132,0.62053,5.6364,0.62836,0.0064952,5.0391,1.3418,1.2245,5.518,0.89159,0.2747,0.15433,0.26673,0.29268,5.5047,1.2578,1.1954,4.3107,0.4384,1.9501,5.6218,0.35572,0.86487,4.2205,0.93091,2.0007,4.545,1.1694,1.8198,5.5702,0.41893,0.98204,5.2669,1.3853,1.1239,3.7386,0.35975,2.1017,5.9997,0.91897,6.2653,4.3468,0.5362,1.9941,5.2061,0.81383,0.18884,5.4535,1.2378,1.1859,5.4818,1.1814,1.0259,5.1087,1.2486,1.2695,5.6274,0.99794,0.91955,5.3563,1.1752,1.093,5.1423,1.4265,0.43857,4.4602,0.42246,1.7581,5.1597,1.3746,1.2349,5.6672,0.32384,6.2817,4.5544,1.0761,0.53593,6.0308,0.40915,0.6222,4.6948,1.2681,1.8151,4.53,0.54798,1.9606,5.8879,0.88662,6.1736,5.5955,1.3434,1.0439,5.1739,1.4213,1.1986,6.0289,0.14092,0.7087,5.9178,0.21675,0.64736,4.4365,0.34639,2.0622,5.5754,1.3555,0.10171,4.3971,0.67117,1.7876,5.6402,1.3045,1.0579,5.5121,0.7996,1.0117,4.6552,0.96504,1.6021,4.2416,0.90579,1.8027,4.5481,1.2335,0.68437,4.5239,0.60885,1.6419,4.4678,0.55146,1.6726,4.4529,1.2855,0.70153,0.19129,0.43763,0.22845
800.0,8.0,400.0,3.333e-05,32.0,5.0202,0.27763,0.65806,5.2731,1.4823,1.0972,4.3311,0.57093,1.6682,5.1007,1.3012,1.2449,4.3777,0.5488,1.9349,4.4709,0.54341,1.6694,5.6151,1.3121,1.0843,6.2649,0.25858,0.57392,5.7661,1.216,0.61664,5.6241,0.62746,0.018997,5.0314,1.3309,1.2347,5.5115,0.89181,0.28398,0.15405,0.26468,0.29674,5.5135,1.2586,1.196,4.31,0.43687,1.9536,5.6209,0.35239,0.86776,4.2155,0.93122,2.0075,4.5504,1.1614,1.8079,5.5627,0.41636,0.98961,5.2638,1.3661,1.1315,3.7366,0.35531,2.0994,5.9972,0.92015,6.271,4.3359,0.541,2.0082,5.2089,0.81006,0.1909,5.4608,1.2383,1.1861,5.4853,1.1815,1.0238,5.1167,1.2468,1.2725,5.6247,1.002,0.91922,5.3606,1.1747,1.0912,5.1535,1.4239,0.42972,4.459,0.42047,1.7605,5.1556,1.3656,1.2444,5.6442,0.32448,0.01993,4.5478,1.0805,0.5372,6.0474,0.40443,0.61078,4.7041,1.2599,1.8023,4.5145,0.55585,1.9706,5.8816,0.88354,6.1841,5.602,1.341,1.0412,5.1685,1.4106,1.2066,6.0151,0.14046,0.72612,5.9199,0.21302,0.64818,4.4283,0.34995,2.0739,5.5761,1.3502,0.10545,4.3955,0.67256,1.7908,5.645,1.3045,1.0562,5.5069,0.8022,1.0131,4.6547,0.96599,1.6028,4.2408,0.90776,1.8037,4.5396,1.2383,0.68639,4.5267,0.60934,1.6396,4.4751,0.55151,1.6659,4.4479,1.29,0.70258,0.20389,0.43405,0.22063
800.0,16.0,400.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,4.8057,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,3.5781,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,6.1042,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
800.0,16.0,400.0,3.333e-05,2.0,4.9754,0.35607,0.73083,5.2921,1.5044,1.0389,4.1426,0.55776,1.7289,5.159,1.3713,1.1857,4.5523,0.49309,1.8014,4.3635,0.51933,1.7384,5.5988,1.3769,1.083,5.9783,0.28798,0.8373,5.6826,1.2181,0.62343,5.7062,0.63119,6.2388,5.0841,1.3794,1.1825,5.4603,0.98434,0.36425,6.2398,0.25548,0.44901,5.4673,1.295,1.2096,4.341,0.40363,1.9157,5.6744,0.37046,0.81312,4.2493,0.95123,2.0259,4.4726,1.2082,1.9906,5.6342,0.44011,0.95562,5.2982,1.4444,1.0623,3.7797,0.3925,2.0433,6.0462,0.91464,6.2376,4.5042,0.48306,1.8849,5.1008,0.81963,0.2992,5.4301,1.2798,1.19,5.4641,1.2284,1.0154,5.1635,1.3184,1.2212,5.6428,0.97501,0.91807,5.3516,1.2351,1.064,5.1556,1.4096,0.49772,4.4555,0.39448,1.7571,5.1997,1.4173,1.2051,5.813,0.31401,6.166,4.6853,1.0681,0.5188,5.916,0.43079,0.74288,4.6469,1.2606,1.8842,4.6915,0.56119,1.9284,5.9678,0.84936,6.1102,5.5929,1.4375,1.0206,5.203,1.4495,1.1721,5.7152,0.14425,0.98117,5.8334,0.20702,0.69405,4.4935,0.33312,2.0033,5.5786,1.396,0.14425,4.401,0.65323,1.7823,5.6237,1.36,1.0582,5.5919,0.76337,0.99882,4.6486,0.97949,1.6224,4.2473,0.90196,1.7923,4.6574,1.1844,0.66856,4.4927,0.58826,1.6522,4.3778,0.52764,1.7258,4.4819,1.2615,0.68714,6.2714,0.41433,0.39594
800.0,16.0,400.0,3.333e-05,4.0,5.0158,0.29905,0.67486,5.2856,1.5093,1.076,4.2198,0.55896,1.724,5.1356,1.3482,1.2062,4.4889,0.51574,1.8309,4.4119,0.53828,1.7134,5.5983,1.3366,1.0858,6.1698,0.2674,0.65619,5.7369,1.2063,0.63718,5.6725,0.63227,6.2575,5.0642,1.3664,1.2005,5.5177,0.93202,0.29672,0.083282,0.25962,0.34409,5.4767,1.2701,1.1951,4.3333,0.43276,1.9202,5.6586,0.36734,0.82916,4.2339,0.93523,1.9891,4.5029,1.2214,1.9074,5.6227,0.42554,0.93901,5.2799,1.4267,1.1008,3.7365,0.37663,2.1067,6.0185,0.91555,6.2418,4.4314,0.50355,1.9225,5.1742,0.81622,0.21156,5.4353,1.2518,1.1831,5.4708,1.1929,1.0268,5.1416,1.2856,1.2408,5.6321,0.98688,0.91919,5.3493,1.1926,1.0877,5.1245,1.4271,0.46665,4.4668,0.42208,1.745,5.1818,1.4006,1.2119,5.7338,0.32182,6.226,4.6165,1.0678,0.51565,5.9958,0.42472,0.64891,4.6661,1.2859,1.8445,4.6162,0.52265,1.9327,5.9298,0.86953,6.131,5.5861,1.3828,1.0393,5.1912,1.4418,1.1801,5.9176,0.13604,0.80114,5.8925,0.21711,0.65874,4.4789,0.33223,2.016,5.5737,1.3733,0.098782,4.4011,0.66553,1.7782,5.6271,1.3226,1.0598,5.5374,0.78846,1.0029,4.6545,0.96637,1.6025,4.2459,0.90182,1.7982,4.5911,1.2184,0.67596,4.5111,0.60475,1.6483,4.4231,0.54652,1.7039,4.4645,1.2732,0.69654,0.09457,0.42602,0.30373
800.0,16.0,400.0,3.333e-05,8.0,5.0257,0.27521,0.65752,5.2807,1.5051,1.0839,4.2904,0.56761,1.6943,5.1168,1.3284,1.2216,4.4224,0.53556,1.884,4.4469,0.54283,1.6885,5.6014,1.3172,1.0865,6.2479,0.2631,0.58384,5.7611,1.209,0.62883,5.6531,0.62973,6.2731,5.0506,1.3544,1.2123,5.5273,0.89603,0.26985,0.14221,0.26579,0.29763,5.4917,1.2596,1.1936,4.3142,0.4397,1.9418,5.6358,0.36072,0.84982,4.227,0.93161,1.992,4.5309,1.195,1.8515,5.5919,0.42165,0.96251,5.2721,1.4072,1.1136,3.7396,0.36717,2.1039,6.0063,0.91723,6.255,4.3685,0.52576,1.971,5.1986,0.81758,0.19022,5.4437,1.2399,1.1842,5.4764,1.1832,1.0278,5.1126,1.2585,1.2608,5.6301,0.99276,0.91951,5.3511,1.1783,1.0935,5.1288,1.4288,0.45188,4.4624,0.42513,1.7522,5.1678,1.3867,1.2229,5.6963,0.32341,6.2553,4.5693,1.0694,0.52951,6.0171,0.41639,0.63038,4.6811,1.2788,1.8309,4.5577,0.53279,1.9484,5.9012,0.8897,6.1543,5.587,1.3522,1.0452,5.1825,1.433,1.1888,6.0184,0.13888,0.7125,5.9209,0.22091,0.64001,4.4524,0.33906,2.043,5.5739,1.3623,0.096248,4.3994,0.66929,1.782,5.6326,1.3076,1.059,5.5194,0.79622,1.009,4.6558,0.96436,1.601,4.2434,0.90327,1.8007,4.5627,1.2275,0.68136,4.52,0.60825,1.6434,4.4542,0.55097,1.6822,4.459,1.2795,0.69969,0.16435,0.43879,0.24703
800.0,16.0,400.0,3.333e-05,16.0,5.0261,0.27481,0.65385,5.2758,1.4947,1.0913,4.3168,0.57041,1.6794,5.1064,1.3127,1.235,4.3939,0.54385,1.916,4.4638,0.54324,1.6753,5.6091,1.3126,1.0856,6.2654,0.26067,0.57045,5.7672,1.2132,0.62047,5.6359,0.6284,0.0064977,5.0391,1.3418,1.2247,5.5179,0.89157,0.27512,0.15236,0.26627,0.29448,5.5051,1.258,1.1953,4.3108,0.43829,1.95,5.6227,0.35561,0.864,4.2203,0.93091,2.0006,4.5452,1.1695,1.8195,5.5703,0.41892,0.98184,5.2669,1.3854,1.1239,3.7387,0.35966,2.1013,5.9998,0.91899,6.2653,4.3466,0.53613,1.9943,5.206,0.81405,0.18868,5.4537,1.2378,1.1857,5.4817,1.1813,1.0263,5.1092,1.2492,1.2691,5.6273,0.99821,0.91956,5.3561,1.1751,1.0933,5.1422,1.4267,0.43809,4.4599,0.42242,1.7582,5.1597,1.3746,1.235,5.6668,0.32422,6.2817,4.5546,1.0763,0.53568,6.0313,0.40913,0.62168,4.6949,1.2682,1.815,4.5285,0.5481,1.9612,5.8881,0.88661,6.1735,5.5957,1.3437,1.0438,5.174,1.4214,1.1988,6.0253,0.14065,0.71225,5.9173,0.2166,0.64782,4.4362,0.34629,2.0625,5.5756,1.3549,0.10144,4.3974,0.67154,1.7872,5.6399,1.3043,1.0576,5.5116,0.79936,1.0115,4.6553,0.96476,1.602,4.2417,0.9057,1.8029,4.5476,1.2335,0.68411,4.5254,0.60904,1.6402,4.4693,0.55137,1.6707,4.4529,1.286,0.70172,0.1904,0.43718,0.22907
800.0,16.0,400.0,3.333e-05,32.0,5.02,0.27767,0.65818,5.273,1.4827,1.0972,4.3311,0.57086,1.668,5.1006,1.3013,1.2449,4.3777,0.54871,1.9351,4.472,0.54336,1.6681,5.6148,1.3119,1.0841,6.265,0.25849,0.57391,5.766,1.216,0.6166,5.6237,0.6274,0.018919,5.0313,1.331,1.2347,5.5115,0.89189,0.28424,0.1526,0.26442,0.29814,5.514,1.2586,1.1958,4.31,0.43681,1.9537,5.6216,0.3522,0.86719,4.2152,0.93116,2.0075,4.5505,1.1615,1.8079,5.5621,0.41642,0.99001,5.2637,1.3663,1.1314,3.7371,0.35526,2.0989,5.9971,0.9202,6.2712,4.3357,0.5409,2.0085,5.209,0.81022,0.19069,5.4611,1.2383,1.1859,5.485,1.1813,1.0243,5.117,1.2475,1.272,5.6246,1.0022,0.91921,5.3602,1.1745,1.0916,5.1535,1.4242,0.42928,4.4585,0.42046,1.7609,5.1554,1.3657,1.2443,5.6442,0.3249,0.019446,4.5476,1.0807,0.53727,6.0475,0.40436,0.61069,4.7043,1.2601,1.8023,4.5137,0.55608,1.9709,5.8816,0.88345,6.1841,5.6022,1.341,1.0411,5.1684,1.4108,1.2066,6.0125,0.14032,0.72868,5.9188,0.21289,0.64925,4.428,0.34991,2.0741,5.5765,1.3495,0.10517,4.3957,0.67294,1.7905,5.6447,1.3042,1.0559,5.5064,0.80192,1.0129,4.6549,0.96568,1.6028,4.2409,0.90765,1.8039,4.5393,1.2384,0.68626,4.5284,0.60952,1.6378,4.4765,0.55148,1.6643,4.448,1.2907,0.70277,0.20211,0.43342,0.22201
100.0,0.5,800.0,3.333e-05,1.0,4.867,0.41105,0.82806,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.1661,1.3871,1.1574,4.5769,0.48571,1.8087,4.3369,0.50299,1.7441,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,5.0931,1.3849,1.1478,5.3858,1.0224,0.43651,6.1475,0.26086,0.52519,5.4625,1.316,1.2242,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,4.2751,0.976,2.0796,4.4562,1.1817,2.07,5.6158,0.46696,1.0269,5.3008,1.447,0.99786,3.8292,0.42919,1.9484,6.0875,0.91445,6.2379,4.5378,0.48469,1.8891,5.0444,0.83758,0.40194,5.4261,1.3024,1.1978,5.4517,1.2561,0.98045,5.1679,1.3423,1.2036,5.6622,0.95412,0.93572,5.3443,1.2595,1.0194,5.1956,1.3859,0.52988,4.4309,0.35935,1.7827,5.206,1.438,1.1927,5.8881,0.31095,2.9626,4.7331,1.0491,0.55667,5.849,0.46034,0.84978,4.6263,1.2157,1.9434,4.7417,0.60856,1.9433,6.0073,0.84212,6.0859,5.5819,1.4711,0.98033,5.2102,1.4598,1.1492,5.6068,0.15897,1.0728,5.7748,0.20793,0.71721,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,4.398,0.64041,1.7902,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.6464,0.98546,1.6561,4.2468,0.89462,1.7717,4.7171,1.1415,0.68695,4.4799,0.57292,1.6494,4.3526,0.51166,1.7294,4.5129,1.2377,0.69137,6.1911,0.42025,0.47232
