tau_sat,b,tau_0,gamma_0,n,g1_phi_1_start,g1_phi_1_end,g1_Phi_start,g1_Phi_end,g1_phi_2_start,g1_phi_2_end,g2_phi_1_start,g2_phi_1_end,g2_Phi_start,g2_Phi_end,g2_phi_2_start,g2_phi_2_end,g3_phi_1_start,g3_phi_1_end,g3_Phi_start,g3_Phi_end,g3_phi_2_start,g3_phi_2_end,g4_phi_1_start,g4_phi_1_end,g4_Phi_start,g4_Phi_end,g4_phi_2_start,g4_phi_2_end,g5_phi_1_start,g5_phi_1_end,g5_Phi_start,g5_Phi_end,g5_phi_2_start,g5_phi_2_end
50.0,0.8,100.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0863,4.1303,4.1832,0.57236,0.55686,1.6642,1.7463,5.594,5.6006,1.4059,1.3439,1.0769,1.0826,5.8529,6.1232,0.33545,0.26422,0.98262,0.70064,5.6193,5.7213,1.2573,1.2023,0.61642,0.64182
50.0,0.8,200.0,3.333e-05,2.0,5.2975,5.2872,1.4932,1.5073,0.97124,1.086,4.1303,4.183,0.57236,0.55679,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1227,0.33545,0.26426,0.98262,0.70109,5.6193,5.7212,1.2573,1.2023,0.61642,0.64179
50.0,0.8,400.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0855,4.1303,4.1827,0.57236,0.55666,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1217,0.33545,0.26441,0.98262,0.70208,5.6193,5.721,1.2573,1.2024,0.61642,0.64162
50.0,0.8,800.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5076,0.97124,1.0846,4.1303,4.182,0.57236,0.55642,1.6642,1.7458,5.594,5.6007,1.4059,1.3445,1.0769,1.0822,5.8529,6.1196,0.33545,0.26474,0.98262,0.70415,5.6193,5.7206,1.2573,1.2025,0.61642,0.64122
50.0,1.6,50.0,3.333e-05,2.0,5.2975,5.287,1.4932,1.5073,0.97124,1.0864,4.1303,4.1832,0.57236,0.5569,1.6642,1.7464,5.594,5.6007,1.4059,1.3439,1.0769,1.0827,5.8529,6.1234,0.33545,0.26421,0.98262,0.70044,5.6193,5.7214,1.2573,1.2023,0.61642,0.64176
50.0,1.6,100.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0863,4.1303,4.1832,0.57236,0.55686,1.6642,1.7463,5.594,5.6006,1.4059,1.344,1.0769,1.0826,5.8529,6.1232,0.33545,0.26421,0.98262,0.70065,5.6193,5.7213,1.2573,1.2023,0.61642,0.64182
50.0,1.6,200.0,3.333e-05,2.0,5.2975,5.2872,1.4932,1.5074,0.97124,1.086,4.1303,4.183,0.57236,0.55679,1.6642,1.7462,5.594,5.6006,1.4059,1.344,1.0769,1.0825,5.8529,6.1227,0.33545,0.26427,0.98262,0.70111,5.6193,5.7212,1.2573,1.2023,0.61642,0.64178
50.0,1.6,400.0,3.333e-05,2.0,5.2975,5.2873,1.4932,1.5074,0.97124,1.0855,4.1303,4.1827,0.57236,0.55666,1.6642,1.746,5.594,5.6006,1.4059,1.3442,1.0769,1.0824,5.8529,6.1217,0.33545,0.26442,0.98262,0.70211,5.6193,5.721,1.2573,1.2024,0.61642,0.64161
50.0,1.6,800.0,3.333e-05,2.0,5.2975,5.2874,1.4932,1.5076,0.97124,1.0845,4.1303,4.1819,0.57236,0.55641,1.6642,1.7458,5.594,5.6006,1.4059,1.3445,1.0769,1.0822,5.8529,6.1196,0.33545,0.26475,0.98262,0.70418,5.6193,5.7206,1.2573,1.2025,0.61642,0.64121
50.0,3.2,50.0,3.333e-05,2.0,5.2975,5.2871,1.4932,1.5073,0.97124,1.0863,4.1303,4.1832,0.57236,0.5569,1.6642,1.7463,5.594,5.6006,1.4059,1.3439,1.0769,1.0826,5.8529,6.1234,0.33545,0.26416,0.98262,0.7004,5.6193,5.7214,1.2573,1.2022,0.61642,0.64185
