tau_sat,b,tau_0,gamma_0,n,reason
400.0,0.05,200.0,3.333e-05,64.0,failed
400.0,0.1,200.0,3.333e-05,64.0,failed
400.0,0.2,200.0,3.333e-05,64.0,failed
400.0,0.4,200.0,3.333e-05,64.0,failed
400.0,0.8,200.0,3.333e-05,64.0,failed
400.0,1.6,200.0,3.333e-05,64.0,failed
400.0,3.2,200.0,3.333e-05,64.0,failed
400.0,6.4,200.0,3.333e-05,64.0,failed
400.0,12.8,200.0,3.333e-05,64.0,failed
400.0,25.6,200.0,3.333e-05,64.0,failed
400.0,51.2,200.0,3.333e-05,64.0,failed
800.0,0.05,200.0,3.333e-05,64.0,failed
800.0,0.1,200.0,3.333e-05,64.0,failed
800.0,0.2,200.0,3.333e-05,64.0,failed
800.0,0.4,200.0,3.333e-05,64.0,failed
800.0,0.8,200.0,3.333e-05,64.0,failed
800.0,1.6,200.0,3.333e-05,64.0,failed
800.0,3.2,200.0,3.333e-05,64.0,failed
800.0,6.4,200.0,3.333e-05,64.0,failed
800.0,12.8,200.0,3.333e-05,64.0,failed
800.0,25.6,200.0,3.333e-05,64.0,failed
800.0,51.2,200.0,3.333e-05,64.0,insufficient
25.0,0.05,400.0,3.333e-05,64.0,insufficient
25.0,0.1,400.0,3.333e-05,64.0,insufficient
25.0,0.2,400.0,3.333e-05,64.0,insufficient
25.0,0.4,400.0,3.333e-05,64.0,insufficient
25.0,0.8,400.0,3.333e-05,64.0,insufficient
25.0,1.6,400.0,3.333e-05,64.0,insufficient
25.0,3.2,400.0,3.333e-05,64.0,insufficient
25.0,6.4,400.0,3.333e-05,64.0,insufficient
25.0,12.8,400.0,3.333e-05,64.0,insufficient
25.0,25.6,400.0,3.333e-05,64.0,insufficient
25.0,51.2,400.0,3.333e-05,64.0,insufficient
50.0,0.05,400.0,3.333e-05,64.0,insufficient
50.0,0.1,400.0,3.333e-05,64.0,insufficient
50.0,0.2,400.0,3.333e-05,64.0,insufficient
50.0,0.4,400.0,3.333e-05,64.0,insufficient
50.0,0.8,400.0,3.333e-05,64.0,insufficient
50.0,1.6,400.0,3.333e-05,64.0,insufficient
50.0,3.2,400.0,3.333e-05,64.0,insufficient
50.0,6.4,400.0,3.333e-05,64.0,insufficient
50.0,12.8,400.0,3.333e-05,64.0,insufficient
50.0,25.6,400.0,3.333e-05,64.0,insufficient
50.0,51.2,400.0,3.333e-05,64.0,insufficient
100.0,0.05,400.0,3.333e-05,64.0,insufficient
100.0,0.1,400.0,3.333e-05,64.0,insufficient
100.0,0.2,400.0,3.333e-05,64.0,insufficient
100.0,0.4,400.0,3.333e-05,64.0,insufficient
100.0,0.8,400.0,3.333e-05,64.0,insufficient
100.0,1.6,400.0,3.333e-05,64.0,insufficient
100.0,3.2,400.0,3.333e-05,64.0,insufficient
100.0,6.4,400.0,3.333e-05,64.0,insufficient
100.0,12.8,400.0,3.333e-05,64.0,insufficient
100.0,25.6,400.0,3.333e-05,64.0,insufficient
100.0,51.2,400.0,3.333e-05,64.0,insufficient
200.0,0.05,400.0,3.333e-05,64.0,insufficient
200.0,0.1,400.0,3.333e-05,64.0,insufficient
200.0,0.2,400.0,3.333e-05,64.0,insufficient
200.0,0.4,400.0,3.333e-05,64.0,insufficient
200.0,0.8,400.0,3.333e-05,64.0,insufficient
200.0,1.6,400.0,3.333e-05,64.0,insufficient
200.0,3.2,400.0,3.333e-05,64.0,insufficient
200.0,6.4,400.0,3.333e-05,64.0,insufficient
200.0,12.8,400.0,3.333e-05,64.0,insufficient
200.0,25.6,400.0,3.333e-05,64.0,insufficient
200.0,51.2,400.0,3.333e-05,64.0,insufficient
400.0,0.05,400.0,3.333e-05,64.0,insufficient
400.0,0.1,400.0,3.333e-05,64.0,insufficient
400.0,0.2,400.0,3.333e-05,64.0,insufficient
400.0,0.4,400.0,3.333e-05,64.0,insufficient
400.0,0.8,400.0,3.333e-05,64.0,insufficient
400.0,1.6,400.0,3.333e-05,64.0,insufficient
400.0,3.2,400.0,3.333e-05,64.0,insufficient
400.0,6.4,400.0,3.333e-05,64.0,insufficient
400.0,12.8,400.0,3.333e-05,64.0,insufficient
400.0,25.6,400.0,3.333e-05,64.0,insufficient
400.0,51.2,400.0,3.333e-05,64.0,insufficient
800.0,0.05,400.0,3.333e-05,64.0,insufficient
800.0,0.1,400.0,3.333e-05,64.0,insufficient
800.0,0.2,400.0,3.333e-05,64.0,insufficient
800.0,0.4,400.0,3.333e-05,64.0,insufficient
800.0,0.8,400.0,3.333e-05,64.0,insufficient
800.0,1.6,400.0,3.333e-05,64.0,insufficient
800.0,3.2,400.0,3.333e-05,64.0,insufficient
800.0,6.4,400.0,3.333e-05,64.0,insufficient
800.0,12.8,400.0,3.333e-05,64.0,insufficient
800.0,25.6,400.0,3.333e-05,64.0,insufficient
800.0,51.2,400.0,3.333e-05,64.0,insufficient
25.0,6.4,800.0,3.333e-05,64.0,insufficient
50.0,0.1,800.0,3.333e-05,64.0,insufficient
50.0,0.2,800.0,3.333e-05,64.0,insufficient
800.0,51.2,800.0,3.333e-05,64.0,insufficient
