tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,0.4,100.0,3.333e-05,2.0,0.5,-4.1863e-15,211.95,211.44,214.86,218.77,222.61,226.35,229.97,233.5,236.93,240.27,243.52,246.68,249.76,252.76,255.68,258.53,261.3,264.0,266.64,269.22,271.74,274.19,276.59,278.93,281.23,283.46,285.65,287.79,289.89
100.0,0.4,200.0,3.333e-05,2.0,0.5,-4.8473e-15,417.89,413.65,416.22,419.76,423.28,426.69,430.0,433.22,436.35,439.4,442.36,445.24,448.05,450.79,453.45,456.05,458.58,461.06,463.47,465.83,468.13,470.39,472.59,474.75,476.87,478.94,480.97,482.97,484.92
100.0,0.4,400.0,3.333e-05,2.0,0.5,-1.2338e-14,814.57,817.34,819.14,822.0,824.86,827.63,830.31,832.9,835.43,837.88,840.26,842.58,844.84,847.03,849.18,851.27,853.33,855.32,857.28,859.2,861.08,862.94,864.75,866.53,868.29,870.03,871.73,873.42,875.08
100.0,0.4,800.0,3.333e-05,2.0,0.5,-2.2914e-14,1490.9,1611.4,1624.4,1627.3,1629.1,1630.5,1631.9,1633.2,1634.5,1635.8,1637.0,1638.1,1639.2,1640.4,1641.4,1642.5,1643.5,1644.5,1645.6,1646.6,1647.6,1648.7,1649.6,1650.6,1651.7,1652.7,1653.7,1654.8,1655.8
100.0,0.8,50.0,3.333e-05,2.0,0.5,2.2033e-16,112.62,118.8,126.59,134.29,141.62,148.58,155.18,161.46,167.43,173.09,178.48,183.59,188.45,193.07,197.47,201.65,205.62,209.4,213.01,216.43,219.69,222.8,225.76,228.58,231.27,233.83,236.27,238.61,240.83
100.0,0.8,100.0,3.333e-05,2.0,0.5,-3.9659e-15,216.01,219.72,227.06,234.58,241.76,248.57,255.03,261.18,266.99,272.53,277.78,282.76,287.49,291.99,296.27,300.33,304.19,307.87,311.37,314.68,317.85,320.86,323.72,326.46,329.06,331.55,333.91,336.18,338.33
100.0,0.8,200.0,3.333e-05,2.0,0.5,4.4066e-16,421.49,421.54,428.03,435.22,442.11,448.63,454.8,460.65,466.2,471.45,476.43,481.16,485.64,489.89,493.92,497.75,501.38,504.84,508.11,511.23,514.2,517.01,519.7,522.25,524.69,527.01,529.23,531.34,533.36
100.0,0.8,400.0,3.333e-05,2.0,0.5,3.5253e-15,817.29,824.4,830.2,836.78,843.06,848.98,854.57,859.85,864.83,869.52,873.96,878.16,882.12,885.87,889.4,892.76,895.93,898.94,901.78,904.48,907.04,909.47,911.78,913.97,916.07,918.07,919.97,921.78,923.53
100.0,0.8,800.0,3.333e-05,2.0,0.5,-2.2914e-14,1492.3,1616.7,1633.9,1640.7,1645.9,1650.6,1655.1,1659.1,1663.0,1666.6,1669.8,1673.0,1675.9,1678.6,1681.1,1683.5,1685.8,1687.8,1689.7,1691.6,1693.3,1694.9,1696.5,1698.0,1699.4,1700.7,1701.9,1703.1,1704.3
100.0,1.6,50.0,3.333e-05,2.0,0.5,-4.0761e-15,120.82,134.51,148.74,161.93,173.9,184.76,194.61,203.53,211.61,218.94,225.59,231.61,237.06,242.0,246.47,250.52,254.19,257.51,260.52,263.24,265.71,267.95,269.97,271.8,273.45,274.95,276.31,277.54,278.66
