tau_sat,b,tau_0,gamma_0,n,g1_phi_1,g1_Phi,g1_phi_2,g2_phi_1,g2_Phi,g2_phi_2,g3_phi_1,g3_Phi,g3_phi_2,g4_phi_1,g4_Phi,g4_phi_2,g5_phi_1,g5_Phi,g5_phi_2,g6_phi_1,g6_Phi,g6_phi_2,g7_phi_1,g7_Phi,g7_phi_2,g8_phi_1,g8_Phi,g8_phi_2,g9_phi_1,g9_Phi,g9_phi_2,g10_phi_1,g10_Phi,g10_phi_2,g11_phi_1,g11_Phi,g11_phi_2,g12_phi_1,g12_Phi,g12_phi_2,g13_phi_1,g13_Phi,g13_phi_2,g14_phi_1,g14_Phi,g14_phi_2,g15_phi_1,g15_Phi,g15_phi_2,g16_phi_1,g16_Phi,g16_phi_2,g17_phi_1,g17_Phi,g17_phi_2,g18_phi_1,g18_Phi,g18_phi_2,g19_phi_1,g19_Phi,g19_phi_2,g20_phi_1,g20_Phi,g20_phi_2,g21_phi_1,g21_Phi,g21_phi_2,g22_phi_1,g22_Phi,g22_phi_2
100.0,12.8,100.0,3.333e-05,2.0,5.2873,1.5074,1.0861,4.1831,0.55682,1.7461,5.6006,1.344,1.0825,6.123,0.2642,0.70081,5.7212,1.2022,0.64188,5.6751,0.63377,6.2539,0.06565,0.25545,0.35819,4.34,0.43001,1.9107,5.6805,0.36681,0.80553,5.655,0.41883,0.8975,3.7219,0.37351,2.1283,5.4347,1.2563,1.1795,5.354,1.2007,1.0815,4.6363,1.0756,0.50399,4.6621,1.2961,1.8396,5.187,1.4359,1.1916,4.4927,0.31197,1.9982,5.578,1.3812,0.10038,5.6277,1.3295,1.0565,5.5521,0.78543,0.99176,4.6057,1.2184,0.67061,4.4635,1.2738,0.69353
100.0,12.8,100.0,3.333e-05,4.0,5.2797,1.5195,1.1182,4.2601,0.5715,1.7615,5.599,1.312,1.0882,0.089615,0.24984,0.4476,5.794,1.178,0.65764,5.6625,0.63403,6.2535,0.17232,0.26242,0.26617,4.341,0.46565,1.8971,5.6352,0.36594,0.8452,5.6108,0.40812,0.90641,3.6233,0.3619,2.2452,5.4351,1.2355,1.1744,5.3472,1.1648,1.1179,4.5456,1.078,0.5182,4.6705,1.3308,1.8076,5.1741,1.4187,1.1966,4.4878,0.30537,2.0007,5.587,1.3574,0.032726,5.6289,1.299,1.0626,5.5039,0.80693,0.97496,4.5337,1.2597,0.66948,4.4478,1.2889,0.69512
100.0,12.8,100.0,3.333e-05,8.0,5.2756,1.5396,1.1107,4.3042,0.59623,1.764,5.5872,1.2926,1.0953,0.23494,0.27478,0.30404,5.8382,1.1777,0.66382,5.6669,0.63852,6.2406,0.22358,0.28483,0.22324,4.3238,0.48429,1.9134,5.5688,0.3697,0.90268,5.5462,0.41356,0.9594,3.6001,0.36206,2.2755,5.425,1.224,1.1754,5.3225,1.142,1.14,4.4966,1.0722,0.54607,4.6632,1.3402,1.8176,5.1732,1.4246,1.1887,4.4849,0.31343,1.9944,5.5855,1.3324,0.0052065,5.6204,1.2799,1.0697,5.4668,0.80819,0.98826,4.5083,1.2779,0.67624,4.4523,1.2971,0.69587
100.0,12.8,100.0,3.333e-05,16.0,5.266,1.5512,1.1029,4.3166,0.61867,1.7755,5.5712,1.2778,1.1016,0.31092,0.31261,0.23223,5.8655,1.1889,0.66313,5.6732,0.64622,6.2277,0.25384,0.3189,0.19992,4.2849,0.50148,1.9555,5.528,0.36776,0.94283,5.5052,0.41433,0.99709,3.5904,0.36393,2.2927,5.4088,1.2164,1.1778,5.2889,1.1254,1.1559,4.4674,1.0692,0.56568,4.6597,1.3527,1.8275,5.1682,1.4348,1.1792,4.4932,0.32169,1.9794,5.5823,1.302,6.2799,5.609,1.266,1.0756,5.4329,0.79918,1.0115,4.5098,1.294,0.67967,4.4673,1.3114,0.69321
100.0,12.8,100.0,3.333e-05,32.0,5.2974,1.4932,0.9713,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33529,0.98234,5.6194,1.2572,0.61649,5.7373,0.62907,6.221,6.1479,0.2608,0.52496,4.3155,0.36951,1.9468,5.6883,0.37082,0.79671,5.6158,0.46703,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0195,4.7329,1.0491,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9857,5.5532,1.4116,0.21177,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
100.0,25.6,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
100.0,25.6,100.0,3.333e-05,2.0,5.2873,1.5074,1.0861,4.1831,0.55681,1.7461,5.6006,1.344,1.0825,6.123,0.26419,0.70083,5.7212,1.2022,0.6419,5.6751,0.63377,6.2539,0.065671,0.25544,0.35816,4.34,0.43,1.9107,5.6807,0.36682,0.80539,5.655,0.41883,0.89745,3.722,0.37352,2.1283,5.4347,1.2563,1.1795,5.354,1.2007,1.0815,4.6363,1.0756,0.50398,4.6621,1.2961,1.8396,5.187,1.4359,1.1916,4.4927,0.31195,1.9982,5.578,1.3812,0.10036,5.6277,1.3295,1.0565,5.5521,0.78544,0.99174,4.6057,1.2184,0.6706,4.4635,1.2738,0.69352
100.0,25.6,100.0,3.333e-05,4.0,5.2797,1.5196,1.1181,4.2601,0.57147,1.7615,5.599,1.312,1.0882,0.089604,0.24979,0.44763,5.794,1.178,0.65767,5.6625,0.63401,6.2535,0.17239,0.26238,0.26611,4.3409,0.46564,1.8971,5.6354,0.36595,0.84503,5.6109,0.40812,0.90625,3.6236,0.3619,2.245,5.4351,1.2355,1.1744,5.3472,1.1648,1.1179,4.5456,1.078,0.51816,4.6704,1.3309,1.8076,5.1741,1.4187,1.1966,4.4878,0.30531,2.0008,5.587,1.3574,0.032707,5.6289,1.299,1.0625,5.5039,0.80697,0.97493,4.5337,1.2597,0.66945,4.4478,1.2888,0.69511
100.0,25.6,100.0,3.333e-05,8.0,5.2757,1.5396,1.1107,4.3042,0.59614,1.7639,5.5872,1.2926,1.0952,0.2349,0.27469,0.30409,5.8382,1.1777,0.6638,5.6669,0.63847,6.2407,0.22368,0.28473,0.22316,4.3238,0.4843,1.9133,5.569,0.36969,0.9025,5.5464,0.41355,0.95924,3.6005,0.36204,2.2752,5.425,1.224,1.1753,5.3226,1.142,1.14,4.4967,1.0722,0.54597,4.6632,1.3402,1.8177,5.1732,1.4246,1.1888,4.4848,0.31337,1.9945,5.5855,1.3324,0.0051976,5.6205,1.2799,1.0696,5.4669,0.80824,0.98819,4.5083,1.2779,0.67619,4.4523,1.2971,0.69587
100.0,25.6,100.0,3.333e-05,16.0,5.266,1.5512,1.1029,4.3168,0.61868,1.7754,5.5713,1.2778,1.1015,0.31062,0.31237,0.23248,5.8655,1.1888,0.66305,5.6731,0.64606,6.2277,0.25394,0.31863,0.19986,4.2849,0.50146,1.9554,5.5279,0.36774,0.94284,5.5051,0.41432,0.99714,3.5914,0.36389,2.2918,5.409,1.2164,1.1778,5.2891,1.1254,1.1559,4.4675,1.0693,0.56563,4.6598,1.3528,1.8276,5.1682,1.4347,1.1793,4.4929,0.32162,1.9798,5.5823,1.3018,6.2798,5.6092,1.266,1.0755,5.4329,0.79946,1.0114,4.5098,1.2941,0.67965,4.4672,1.3114,0.69322
100.0,25.6,100.0,3.333e-05,32.0,5.2974,1.4932,0.97129,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33529,0.98235,5.6194,1.2572,0.61649,5.7373,0.62907,6.221,6.1479,0.2608,0.52496,4.3154,0.3695,1.9468,5.6883,0.37082,0.7967,5.6158,0.46702,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0195,4.733,1.0491,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9858,5.5532,1.4116,0.21178,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
200.0,0.1,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
200.0,0.1,100.0,3.333e-05,2.0,5.2871,1.5073,1.0863,4.1832,0.55686,1.7464,5.6006,1.3439,1.0826,6.1232,0.26422,0.70065,5.7214,1.2023,0.64181,5.6749,0.6338,6.2541,0.065452,0.25549,0.35846,4.3401,0.43009,1.9108,5.6798,0.36676,0.80639,5.6546,0.41874,0.89792,3.7213,0.37334,2.1291,5.4347,1.2563,1.1797,5.354,1.2006,1.0816,4.6361,1.0755,0.50408,4.6622,1.2961,1.8394,5.1868,1.4358,1.1919,4.4931,0.31211,1.998,5.578,1.3811,0.10046,5.6278,1.3294,1.0566,5.552,0.7854,0.99188,4.6056,1.2184,0.67072,4.4635,1.2738,0.69356
200.0,0.1,100.0,3.333e-05,4.0,5.2793,1.5195,1.1186,4.2603,0.57196,1.762,5.599,1.3119,1.0885,0.089725,0.24996,0.44765,5.7941,1.1781,0.6578,5.6623,0.63409,6.2538,0.17183,0.26258,0.26673,4.3409,0.46569,1.8975,5.634,0.36587,0.84656,5.6094,0.40803,0.90776,3.6211,0.3618,2.2476,5.435,1.2355,1.1747,5.3472,1.1647,1.1182,4.5452,1.0782,0.51869,4.6705,1.3309,1.8074,5.1736,1.4185,1.197,4.4885,0.30548,2.0001,5.5869,1.3574,0.032946,5.629,1.2989,1.0628,5.5039,0.80694,0.97518,4.5337,1.26,0.66973,4.4479,1.289,0.69513
200.0,0.1,100.0,3.333e-05,8.0,5.2754,1.5399,1.1112,4.3042,0.5973,1.765,5.5871,1.2924,1.0956,0.23527,0.275,0.30399,5.8384,1.1777,0.66431,5.6668,0.63868,6.2409,0.22288,0.28515,0.22401,4.3236,0.48429,1.914,5.5666,0.36957,0.90496,5.5434,0.41352,0.96195,3.5968,0.36204,2.2789,5.4247,1.224,1.1757,5.3223,1.1418,1.1404,4.4959,1.0727,0.54691,4.6629,1.3407,1.8178,5.1725,1.4244,1.1891,4.4857,0.31361,1.9936,5.5853,1.3323,0.0054827,5.6204,1.2797,1.07,5.4669,0.80822,0.98852,4.5084,1.2785,0.67653,4.4526,1.2974,0.69582
200.0,0.1,100.0,3.333e-05,16.0,5.2657,1.5518,1.1032,4.3163,0.62033,1.777,5.5711,1.2776,1.102,0.31158,0.31298,0.23193,5.8658,1.1889,0.66375,5.6729,0.6464,6.228,0.2531,0.31932,0.20075,4.2845,0.50149,1.9565,5.5249,0.3675,0.94599,5.501,0.41435,1.0007,3.587,0.36391,2.2962,5.4085,1.2164,1.1783,5.2887,1.1251,1.1565,4.4661,1.07,0.56693,4.6593,1.3537,1.828,5.1674,1.4348,1.1796,4.4938,0.32198,1.9789,5.5821,1.3019,6.2802,5.6091,1.2658,1.076,5.4331,0.79932,1.0117,4.51,1.295,0.68002,4.4677,1.3119,0.69311
200.0,0.1,100.0,3.333e-05,32.0,5.2974,1.4933,0.9713,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33528,0.98233,5.6194,1.2572,0.6165,5.7373,0.62907,6.221,6.1479,0.2608,0.52495,4.3155,0.36951,1.9468,5.6883,0.37083,0.79672,5.6158,0.46703,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0196,4.7329,1.0492,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9857,5.5532,1.4116,0.21176,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
200.0,0.2,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
200.0,0.2,100.0,3.333e-05,2.0,5.287,1.5073,1.0863,4.1831,0.55685,1.7464,5.6007,1.3439,1.0827,6.123,0.26431,0.7008,5.7214,1.2024,0.64168,5.6748,0.63381,6.2543,0.065109,0.25554,0.35887,4.3402,0.43012,1.9108,5.6791,0.36676,0.80723,5.6542,0.41875,0.89845,3.7211,0.37329,2.1292,5.4347,1.2563,1.1798,5.354,1.2007,1.0816,4.6362,1.0755,0.50413,4.6623,1.2959,1.8393,5.1867,1.4359,1.1919,4.4931,0.31238,1.9981,5.578,1.3811,0.10062,5.6278,1.3294,1.0566,5.552,0.78533,0.99201,4.6056,1.2184,0.67078,4.4635,1.2738,0.69361
200.0,0.2,100.0,3.333e-05,4.0,5.2791,1.5194,1.1187,4.2601,0.57195,1.7623,5.5991,1.3118,1.0886,0.08924,0.25015,0.44815,5.7943,1.1782,0.65757,5.6621,0.63413,6.254,0.17122,0.26267,0.26746,4.3412,0.46576,1.8976,5.6332,0.36588,0.84756,5.6088,0.40806,0.90863,3.6204,0.36168,2.2483,5.435,1.2355,1.1748,5.3472,1.1647,1.1183,4.5453,1.0781,0.51875,4.6708,1.3305,1.8072,5.1735,1.4186,1.1971,4.4884,0.30595,2.0003,5.5868,1.3573,0.033255,5.629,1.2989,1.0629,5.5039,0.80679,0.97539,4.5337,1.2599,0.6698,4.448,1.2891,0.69518
200.0,0.2,100.0,3.333e-05,8.0,5.2751,1.5399,1.1113,4.304,0.59729,1.7653,5.5872,1.2923,1.0958,0.23458,0.27521,0.30472,5.8386,1.178,0.66407,5.6665,0.63873,6.2412,0.22223,0.28523,0.22479,4.3239,0.48437,1.9141,5.566,0.36961,0.90579,5.5431,0.41355,0.96259,3.5959,0.36188,2.2797,5.4247,1.224,1.1759,5.3223,1.1418,1.1406,4.4961,1.0726,0.54694,4.6632,1.3401,1.8175,5.1724,1.4247,1.1892,4.4854,0.31411,1.9938,5.5852,1.3322,0.005865,5.6205,1.2796,1.0701,5.467,0.80805,0.98878,4.5085,1.2784,0.67659,4.4527,1.2975,0.69586
200.0,0.2,100.0,3.333e-05,16.0,5.2655,1.5518,1.1034,4.3162,0.6203,1.7774,5.5712,1.2775,1.1022,0.31082,0.31314,0.23274,5.8661,1.1893,0.66353,5.6727,0.64647,6.2284,0.25248,0.31936,0.20151,4.2848,0.50155,1.9565,5.5245,0.36756,0.94666,5.501,0.41439,1.0012,3.5861,0.36371,2.2971,5.4084,1.2163,1.1785,5.2886,1.125,1.1567,4.4663,1.0699,0.56695,4.6596,1.353,1.8277,5.1674,1.4351,1.1797,4.4935,0.32247,1.9792,5.582,1.3018,6.2806,5.6092,1.2657,1.0762,5.4331,0.79912,1.012,4.51,1.2949,0.68008,4.4679,1.3121,0.69315
200.0,0.2,100.0,3.333e-05,32.0,5.2974,1.4933,0.9713,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33528,0.98233,5.6194,1.2572,0.6165,5.7373,0.62907,6.221,6.1479,0.2608,0.52495,4.3155,0.36951,1.9468,5.6883,0.37083,0.79672,5.6158,0.46703,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0196,4.7329,1.0492,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9857,5.5532,1.4116,0.21176,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
200.0,0.4,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
200.0,0.4,100.0,3.333e-05,2.0,5.2869,1.5072,1.0863,4.183,0.55684,1.7465,5.6007,1.3439,1.0828,6.1228,0.2644,0.70098,5.7214,1.2024,0.64154,5.6747,0.63383,6.2544,0.064754,0.25559,0.3593,4.3404,0.43014,1.9108,5.6784,0.36675,0.80807,5.6538,0.41879,0.899,3.721,0.37325,2.1293,5.4347,1.2563,1.1798,5.354,1.2007,1.0816,4.6363,1.0754,0.50419,4.6623,1.2957,1.8394,5.1867,1.4359,1.1919,4.493,0.31268,1.9982,5.578,1.3811,0.10079,5.6279,1.3294,1.0567,5.552,0.78525,0.99215,4.6056,1.2183,0.67084,4.4635,1.2738,0.69366
200.0,0.4,100.0,3.333e-05,4.0,5.2788,1.5194,1.1188,4.26,0.5719,1.7625,5.5991,1.3118,1.0887,0.088676,0.25036,0.44871,5.7944,1.1784,0.6573,5.6619,0.63417,6.2543,0.17056,0.26276,0.26824,4.3414,0.46584,1.8976,5.6324,0.36591,0.84857,5.6083,0.40811,0.90949,3.6198,0.36157,2.2487,5.435,1.2355,1.175,5.3471,1.1648,1.1184,4.5455,1.0779,0.51878,4.671,1.33,1.8071,5.1734,1.4188,1.1971,4.4881,0.30649,2.0006,5.5868,1.3572,0.033576,5.6291,1.2989,1.063,5.5039,0.80662,0.97562,4.5338,1.2598,0.66987,4.448,1.2891,0.69524
200.0,0.4,100.0,3.333e-05,8.0,5.2749,1.5398,1.1114,4.3038,0.59721,1.7656,5.5873,1.2923,1.0959,0.23376,0.27544,0.30554,5.8388,1.1783,0.66376,5.6662,0.63878,6.2416,0.22153,0.28531,0.22564,4.3242,0.48447,1.9142,5.5656,0.36969,0.90652,5.543,0.41362,0.96307,3.5953,0.36172,2.2803,5.4246,1.2239,1.1761,5.3222,1.1418,1.1408,4.4963,1.0724,0.54694,4.6635,1.3394,1.8172,5.1724,1.425,1.1892,4.4852,0.31469,1.994,5.5852,1.3321,0.0062574,5.6206,1.2796,1.0703,5.467,0.80783,0.98906,4.5086,1.2784,0.67665,4.4529,1.2976,0.69591
200.0,0.4,100.0,3.333e-05,16.0,5.2653,1.5517,1.1035,4.3161,0.62017,1.7776,5.5712,1.2774,1.1024,0.30991,0.31332,0.23366,5.8664,1.1897,0.66323,5.6724,0.64656,6.2288,0.25181,0.31941,0.20233,4.2852,0.50162,1.9565,5.5243,0.36768,0.94713,5.5012,0.41447,1.0014,3.5855,0.36351,2.2976,5.4082,1.2162,1.1788,5.2884,1.125,1.157,4.4667,1.0697,0.56692,4.6599,1.3521,1.8272,5.1675,1.4354,1.1797,4.4932,0.32303,1.9794,5.582,1.3017,6.281,5.6092,1.2656,1.0763,5.4331,0.79885,1.0124,4.5101,1.2948,0.68014,4.4681,1.3122,0.6932
200.0,0.4,100.0,3.333e-05,32.0,5.2974,1.4933,0.9713,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33528,0.98233,5.6194,1.2572,0.6165,5.7373,0.62907,6.221,6.1479,0.2608,0.52495,4.3155,0.36951,1.9468,5.6883,0.37083,0.79672,5.6158,0.46703,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0196,4.7329,1.0491,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9857,5.5532,1.4116,0.21176,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
200.0,0.8,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
200.0,0.8,100.0,3.333e-05,2.0,5.2869,1.5072,1.0862,4.1829,0.55683,1.7465,5.6007,1.3439,1.0828,6.1227,0.26446,0.70114,5.7213,1.2025,0.64144,5.6746,0.63383,6.2544,0.064557,0.25562,0.35953,4.3405,0.43013,1.9108,5.678,0.36676,0.80851,5.6536,0.41884,0.89931,3.7211,0.37327,2.1291,5.4347,1.2563,1.1799,5.354,1.2007,1.0816,4.6364,1.0754,0.50421,4.6622,1.2956,1.8394,5.1867,1.436,1.1919,4.4929,0.31287,1.9983,5.578,1.3811,0.10089,5.6279,1.3294,1.0567,5.552,0.78519,0.99222,4.6057,1.2182,0.67085,4.4635,1.2738,0.6937
200.0,0.8,100.0,3.333e-05,4.0,5.2788,1.5193,1.1187,4.2598,0.57178,1.7626,5.5992,1.3119,1.0887,0.088243,0.25051,0.4491,5.7944,1.1786,0.65706,5.6618,0.63419,6.2544,0.17018,0.26281,0.2687,4.3416,0.4659,1.8976,5.6321,0.36597,0.84904,5.6082,0.40819,0.90985,3.6199,0.36153,2.2485,5.435,1.2355,1.175,5.3471,1.1648,1.1184,4.5457,1.0778,0.51871,4.6712,1.3295,1.807,5.1735,1.419,1.197,4.4877,0.30689,2.001,5.5868,1.3572,0.033753,5.6292,1.2989,1.063,5.5039,0.80648,0.97575,4.5338,1.2597,0.66988,4.448,1.2891,0.69528
200.0,0.8,100.0,3.333e-05,8.0,5.2747,1.5397,1.1113,4.3036,0.59699,1.7657,5.5873,1.2923,1.096,0.23311,0.27561,0.30613,5.8389,1.1786,0.66345,5.6661,0.63881,6.2417,0.22112,0.28533,0.22613,4.3245,0.48454,1.9141,5.5657,0.36981,0.90659,5.5435,0.41372,0.9629,3.5956,0.36163,2.2799,5.4246,1.2239,1.1762,5.3222,1.1419,1.1408,4.4967,1.0722,0.54683,4.6638,1.3387,1.8169,5.1726,1.4252,1.1891,4.4849,0.31512,1.9943,5.5852,1.332,0.0064638,5.6207,1.2796,1.0703,5.4669,0.80764,0.98924,4.5086,1.2781,0.67666,4.4529,1.2976,0.69596
200.0,0.8,100.0,3.333e-05,16.0,5.2651,1.5516,1.1034,4.316,0.61983,1.7776,5.5711,1.2774,1.1025,0.30914,0.31344,0.23436,5.8665,1.19,0.66292,5.6723,0.64663,6.2289,0.25141,0.31942,0.20281,4.2856,0.50167,1.9563,5.5248,0.36786,0.94686,5.5023,0.41458,1.0008,3.5858,0.36341,2.2972,5.4081,1.2161,1.1789,5.2883,1.1251,1.157,4.4671,1.0693,0.56676,4.6602,1.3512,1.8268,5.1677,1.4357,1.1796,4.4929,0.32342,1.9796,5.582,1.3016,6.2813,5.6092,1.2656,1.0764,5.4329,0.7986,1.0127,4.5101,1.2945,0.68015,4.4681,1.3121,0.69326
200.0,0.8,100.0,3.333e-05,32.0,5.2974,1.4933,0.9713,4.1303,0.57242,1.6643,5.5941,1.4057,1.0769,5.8532,0.33528,0.98233,5.6194,1.2572,0.6165,5.7373,0.62907,6.221,6.1479,0.2608,0.52495,4.3155,0.36951,1.9468,5.6883,0.37083,0.79672,5.6158,0.46703,1.0269,3.8292,0.42912,1.9485,5.4262,1.3023,1.1978,5.3444,1.2593,1.0196,4.7329,1.0491,0.55672,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5214,0.35145,1.9857,5.5532,1.4116,0.21176,5.6174,1.3879,1.0519,5.619,0.74601,1.0457,4.7169,1.1416,0.68697,4.5128,1.2378,0.69139
200.0,1.6,100.0,3.333e-05,1.0,5.2975,1.4932,0.97124,4.1303,0.57236,1.6642,5.594,1.4059,1.0769,5.8529,0.33545,0.98262,5.6193,1.2573,0.61642,5.7375,0.62908,6.2208,6.1475,0.26086,0.52519,4.3153,0.36936,1.947,5.6886,0.37073,0.79642,5.6158,0.46696,1.0269,3.8292,0.42919,1.9484,5.4261,1.3024,1.1978,5.3443,1.2595,1.0194,4.7331,1.0491,0.55667,4.6263,1.2157,1.9434,5.2102,1.4598,1.1492,4.5213,0.35137,1.9859,5.5532,1.4116,0.21198,5.6173,1.3881,1.0519,5.6191,0.74589,1.0458,4.7171,1.1415,0.68695,4.5129,1.2377,0.69137
200.0,1.6,100.0,3.333e-05,2.0,5.287,1.5073,1.086,4.1829,0.55681,1.7464,5.6007,1.344,1.0827,6.1226,0.26445,0.70121,5.7213,1.2025,0.64146,5.6747,0.63382,6.2543,0.06467,0.2556,0.35938,4.3405,0.43009,1.9107,5.6783,0.36678,0.80813,5.6538,0.41889,0.8991,3.7214,0.37336,2.1287,5.4347,1.2563,1.1798,5.354,1.2008,1.0816,4.6365,1.0754,0.50417,4.6622,1.2956,1.8396,5.1868,1.436,1.1917,4.4927,0.31281,1.9985,5.578,1.3811,0.10084,5.6278,1.3295,1.0566,5.5521,0.7852,0.99216,4.6058,1.2182,0.6708,4.4635,1.2738,0.69368
200.0,1.6,100.0,3.333e-05,4.0,5.2789,1.5193,1.1184,4.2596,0.57158,1.7624,5.5991,1.3119,1.0886,0.088206,0.25048,0.44905,5.7944,1.1786,0.65697,5.6619,0.63417,6.2542,0.17039,0.26275,0.26846,4.3417,0.46589,1.8974,5.6326,0.36602,0.84846,5.6088,0.40826,0.90926,3.6209,0.3616,2.2474,5.435,1.2355,1.1749,5.3471,1.1649,1.1182,4.5459,1.0777,0.5185,4.6711,1.3294,1.807,5.1738,1.4191,1.1968,4.4873,0.30689,2.0013,5.5869,1.3572,0.033634,5.6291,1.2989,1.0629,5.5039,0.80645,0.97567,4.5338,1.2596,0.66979,4.448,1.2891,0.69529
